,Topic,Question,Correct
76,Plants,Plants need to be talked to in order to grow.,False
77,Plants,Plants can die if they are not taken care of.,True
78,Plants,Plants have feelings like people do.,False
79,Plants,Plants can be harmful to animals or people if touched or ingested.,True
80,Plants,All plants have roots.,True
81,Plants,Plants provide oxygen for us to breathe.,True
82,Plants,Plants grow best in complete darkness.,False
83,Plants,Cactus plants need a lot of water to survive.,False
84,Plants,Plants can grow from cuttings or clippings.,True
85,Plants,Plants never change shape or size after they are fully grown.,False
86,Plants,Plants can be grown in pots or containers.,True
87,Plants,Plants can grow in rocks or sand instead of soil.,True
88,Plants,You can eat any kind of plant you find.,False
89,Plants,Some plants are used to make cloth for clothes.,True
90,Plants,Trees are the only type of plant that can live for a very long time.,False
91,Plants,Plants do not have a sense of smell.,False
92,Plants,Plants do not have a sense of sight.,True
93,Plants,"Plants can make their own food using sunlight, air, and water.",True
94,Plants,All plants have flowers that smell nice.,False
95,Plants,Plants are important to the environment.,True
96,Plants,Plants can be used to make paper.,True
97,Plants,Plants cannot be used for decoration in homes.,False
98,Plants,Grass is a type of plant.,True
99,Plants,Vegetables come from plants.,True
100,Food and drink,An apple is a type of fruit.,True
101,Food and drink,Broccoli is a type of meat.,False
102,Food and drink,Milk comes from cows.,True
103,Food and drink,Fruit juice is made from vegetables.,False
104,Food and drink,Carrots are a type of vegetable.,True
105,Food and drink,Cookies are a type of bread.,False
106,Food and drink,Watermelon is a type of fruit.,True
107,Food and drink,Cheese is made from milk.,True
108,Food and drink,Soda is a type of food.,False
109,Food and drink,A hotdog is a type of sandwich.,True
110,Food and drink,Ice cream is made from vegetables.,False
111,Food and drink,Grilled cheese is a type of sandwich.,True
112,Food and drink,Peanut butter is made from peanuts.,True
113,Food and drink,Popcorn is a type of fruit.,False
114,Food and drink,Spaghetti is a type of pasta.,True
115,Food and drink,Orange juice is made from oranges.,True
116,Food and drink,Chocolate milk comes from chickens.,False
117,Food and drink,Rice is a type of fruit.,False
118,Food and drink,A hamburger is a type of sandwich.,True
119,Food and drink,Yogurt is made from flour.,False
120,Food and drink,Bread is made from flour.,True
121,Food and drink,Lemonade is made from lemons.,True
122,Food and drink,French fries are made from carrots.,False
123,Food and drink,Ketchup is made from tomatoes.,True
124,Food and drink,A smoothie is a type of soda.,False
125,Food and drink,Applesauce is made from oranges.,False
126,Food and drink,Bacon is a type of vegetable.,False
127,Food and drink,A hotdog is a type of fruit.,False
128,Food and drink,Milk is a type of meat.,False
129,Food and drink,Ice cream is made from milk.,True
130,Food and drink,Water is a type of food.,False
131,Food and drink,A sandwich is a type of bread.,True
132,Food and drink,Chicken is a type of fruit.,False
133,Food and drink,Vegetables grow in the ground.,True
134,Food and drink,Cake is a type of bread.,True
135,Food and drink,Pizza is a type of pasta.,False
136,Food and drink,Soda is made from apples.,False
137,Food and drink,Chocolate is made from chocolate beans.,True
138,Food and drink,A smoothie is made from fruits and vegetables.,True
139,Food and drink,Grapes are a type of fruit.,True
140,Food and drink,Gummy bears are made from meat.,False
141,Food and drink,A sandwich is a type of meat.,False
142,Food and drink,Juice is made from fruits.,True
143,Food and drink,Sausages are made from milk.,False
144,Food and drink,Popcorn is made from corn.,True
145,Food and drink,A donut is a type of vegetable.,False
146,Food and drink,Soda is good for your health.,False
147,Food and drink,Vegetables are good for your health.,True
148,Food and drink,Ketchup is a type of fruit.,False
149,Food and drink,Water is important for our bodies.,True
150,Music,Music is a thing people can hear.,True
151,Music,Musical instruments are used to make music.,True
152,Music,A guitar is a musical instrument.,True
153,Music,Drums are a type of musical instrument.,True
154,Music,Singing is a way to make music.,True
155,Music,A piano is a type of keyboard instrument.,True
156,Music,People can dance to music.,True
157,Music,Music can have words and singing.,True
158,Music,Different types of music exist.,True
159,Music,Listening to music can make people happy.,True
160,Music,A beat is a rhythm in music.,True
161,Music,Music can tell a story.,True
162,Music,Music can be played loudly or quietly.,True
163,Music,Music can help people remember things.,True
164,Music,Music notes are written on a staff.,True
165,Music,Music can help people relax.,True
166,Music,People can create their own music.,True
167,Music,Music can have different tempo and speed.,True
168,Music,"Different styles of music include classical, jazz, and rock.",True
169,Music,Music can be played live or recorded.,True
170,Music,People can learn to play an instrument.,True
171,Music,"Music can be played on a variety of devices such as phones, computers, and radios.",True
172,Music,Some instruments require electricity to make sound.,True
173,Music,Music can be written down using a special language called music notation.,True
174,Music,Music cannot be heard by people.,False
175,Music,Musical instruments are not important for making music.,False
176,Music,A guitar is not a musical instrument.,False
177,Music,Drums are not used for making music.,False
178,Music,Singing is not a way to make music.,False
179,Music,A piano is not a type of keyboard instrument.,False
180,Music,People cannot dance to music.,False
181,Music,Music cannot have words and singing together.,False
182,Music,Only one type of music exists.,False
183,Music,Listening to music can make people sad.,False
184,Music,A beat is not a rhythm in music.,False
185,Music,Music cannot tell a story.,False
186,Music,Music can only be played loudly.,False
187,Music,Music cannot help people remember things.,False
188,Music,Music notes are not written on a staff.,False
189,Music,Music cannot help people relax.,False
190,Music,People cannot create their own music.,False
191,Music,Music cannot have different tempo and speed.,False
192,Music,Different styles of music do not exist.,False
193,Music,Music can only be played live.,False
194,Music,People cannot learn to play an instrument.,False
195,Music,"Music cannot be played on a variety of devices such as phones, computers, and radios.",False
196,Music,No instruments require electricity to make sound.,False
197,Music,Music cannot be written down using a special language called music notation.,False
198,Movies,Movies are a type of visual entertainment.,True
199,Movies,Movies can tell stories through pictures and sound.,True
200,Movies,Many people like to watch movies for fun.,True
201,Movies,"Movies can be watched in a theater, at home, or on a computer.",True
202,Movies,People can eat popcorn and candy while watching a movie.,True
203,Movies,Some movies are based on books or true stories.,True
204,Movies,Actors are people who pretend to be characters in movies.,True
205,Movies,"Movies can make people happy, sad, scared, or excited.",True
206,Movies,A camera is used to film movies.,True
207,Movies,"Movies have a beginning, middle, and end.",True
208,Movies,Some movies have songs and music in them.,True
209,Movies,Sometimes people watch movies on a big screen outside.,True
210,Movies,An award for good movies is called an Oscar.,True
211,Movies,"Movies can be funny, serious, or romantic.",True
212,Movies,People can rent movies from a store or online.,True
213,Movies,"Some movies are made for children, and some movies are made for grown-ups.",True
214,Movies,People can watch movies in different languages.,True
215,Movies,People can watch movies alone or with friends and family.,True
216,Movies,Movies can take place in different parts of the world.,True
217,Movies,"Some movies are in black and white, and some movies are in color.",True
218,Movies,People can watch movies on a phone or a tablet.,True
219,Movies,Every movie has a director who tells the actors what to do.,True
220,Movies,Movies can have special effects and animation.,True
221,Movies,People make money if a lot of other people go to see their movie.,True
222,Movies,People can't watch movies on a computer.,False
223,Movies,All movies are scary.,False
224,Movies,Movies can't have any music in them.,False
225,Movies,People only watch movies in the daytime.,False
226,Movies,Movies always have a happy ending.,False
227,Movies,It's not possible to watch movies in different languages.,False
228,Movies,No one likes to watch movies.,False
229,Movies,Movies are not a type of entertainment.,False
230,Movies,Movies never tell stories.,False
231,Movies,Actors are not people.,False
232,Movies,All movies are based on true stories.,False
233,Movies,People can't eat popcorn or candy while watching movies.,False
234,Movies,There are no movie theaters in the world.,False
235,Movies,There is no such thing as an Oscar award.,False
236,Movies,You can't rent movies.,False
237,Movies,All movies are only in one language.,False
238,Movies,Movies can't have an effect on how people feel.,False
239,Movies,All movies are the same.,False
240,Movies,People can only watch movies with a lot of other people.,False
241,Movies,All movies are made in the same place.,False
242,Movies,All movies are in color.,False
243,Movies,People can't watch movies on a phone or tablet.,False
244,Movies,Directors don't exist in the world of movies.,False
245,Movies,All movies are the same length.,False
246,Movies,Movies can't have special effects or animation.,False
247,Television shows,Television shows are a type of entertainment.,True
248,Television shows,Television shows are made up of actors and actresses who play different characters.,True
249,Television shows,We watch television shows on a TV or a computer.,True
250,Television shows,Characters in television shows can be humans or animals.,True
251,Television shows,"Television shows can be funny, serious, or scary.",True
252,Television shows,We can learn new things from watching educational television shows.,True
253,Television shows,Some television shows have theme songs that we can sing along to.,True
254,Television shows,We can watch television shows with our family and friends.,True
255,Television shows,Television shows have different seasons and episodes.,True
256,Television shows,We should ask our parents before watching a new television show.,True
257,Television shows,We can learn about different cultures by watching television shows.,True
258,Television shows,"Television shows are not real life, but they can teach us important lessons.",True
259,Television shows,"Television shows have different genres, like comedy, drama, and action.",True
260,Television shows,We should take breaks from watching television shows and do other things.,True
261,Television shows,We can watch television shows at different times of the day.,True
262,Television shows,Different television shows have different ratings based on age-appropriateness.,True
263,Television shows,Some television shows are based on books or movies.,True
264,Television shows,We can talk about television shows with our friends and family.,True
265,Television shows,We should sit at a good distance from the TV when watching shows.,True
266,Television shows,We can learn new words and phrases from watching television shows.,True
267,Television shows,We should turn off the TV when we are done watching shows.,True
268,Television shows,There are many television shows we can choose from to watch.,True
269,Television shows,We can use closed captions to read what the characters are saying.,True
270,Television shows,Some television shows have guest stars who visit for an episode.,True
271,Television shows,It is okay to watch television shows without asking for permission.,False
272,Television shows,All television shows are meant for children to watch.,False
273,Television shows,It is okay to watch television shows all day without taking a break.,False
274,Television shows,Television shows can't teach us anything important.,False
275,Television shows,Television shows are always real and true.,False
276,Television shows,We can watch television shows on our phones.,False
277,Television shows,All television shows are appropriate for all ages.,False
278,Television shows,We should always believe everything we see on television shows.,False
279,Television shows,We should watch TV in a dark room with no lights on.,False
280,Television shows,There is only one type of television show.,False
281,Television shows,It is okay to watch shows that our parents say are not appropriate for us.,False
282,Television shows,"We can watch television shows in any language we want, even if we don't understand it.",False
283,Television shows,It is okay to talk loudly when watching television shows.,False
284,Television shows,We should only watch one type of television show all the time.,False
285,Television shows,Television shows are a waste of time and we shouldn't watch them.,False
286,Television shows,It is okay to watch shows on a TV that is too bright or too loud.,False
287,Television shows,We should always watch television shows by ourselves.,False
288,Television shows,We should watch scary television shows without adult supervision.,False
289,Television shows,We shouldn't ask questions about what we see in television shows.,False
290,Television shows,We should watch television shows before doing our homework or doing physical activity.,False
291,Television shows,It is okay to watch television shows that scare or upset us.,False
292,Television shows,We should never turn off the TV when someone else is watching.,False
293,Television shows,It is okay to watch television shows without taking care of our eyes.,False
294,Television shows,All characters in television shows are always nice and friendly.,False
295,Literature,Books have words you can read?,True
296,Literature,Stories can be found in books?,True
297,Literature,Some books have pictures to help tell the story?,True
298,Literature,People can learn new things from books?,True
299,Literature,Stories in books can take place in faraway lands?,True
300,Literature,"Some books have a beginning, middle, and end?",True
301,Literature,We can learn about different cultures from books?,True
302,Literature,A library is a place where you can borrow books?,True
303,Literature,Some books are fiction and some are non-fiction?,True
304,Literature,We can use books to learn about history?,True
305,Literature,"Books can make us feel happy, sad, or scared?",True
306,Literature,Many different people can enjoy the same book?,True
307,Literature,We can use books to learn about science?,True
308,Literature,Fairy tales are a type of story found in books?,True
309,Literature,We use our eyes to read the words in books?,True
310,Literature,We can use books to learn about animals?,True
311,Literature,"There are many different genres of books, like mystery and adventure?",True
312,Literature,We can use books to learn about different countries?,True
313,Literature,People can write their own stories in books?,True
314,Literature,We can read books on a computer or tablet?,True
315,Literature,Some books are long and some are short?,True
316,Literature,We can learn new vocabulary from books?,True
317,Literature,Poetry is a type of literature found in books?,True
318,Literature,We can read books with friends or family members?,True
319,Literature,It's impossible to learn anything from books?,False
320,Literature,Every book has pictures to help tell the story?,False
321,Literature,Only children can enjoy picture books?,False
322,Literature,You can't read books on a computer?,False
323,Literature,Stories in books always take place in the same neighborhood?,False
324,Literature,All books have a happy ending?,False
325,Literature,Libraries only have one book to choose from?,False
326,Literature,People only read books when they are bored?,False
327,Literature,Words in books are all written in the same font and size?,False
328,Literature,Movies are a better way to learn than books?,False
329,Literature,You can't write your own stories in books?,False
330,Literature,Fiction books are always true stories?,False
331,Literature,There is only one genre of books?,False
332,Literature,Stories in books can't help us understand different cultures?,False
333,Literature,Books can only teach us about one subject?,False
334,Literature,We can't share books with other people?,False
335,Literature,There is no such thing as a bad book?,False
336,Literature,Animals are never characters in stories found in books?,False
337,Literature,We can't use books to learn new vocabulary?,False
338,Literature,Poetry is not a type of literature found in books?,False
339,Literature,We can't use books to learn about history or science?,False
340,Literature,Every book has the same number of pages?,False
341,Literature,Books can only make us feel happy?,False
342,Literature,Libraries only have books for grown-ups?,False
343,Sports,Soccer is a sport.,True
344,Sports,Football is a sport.,True
345,Sports,Basketball is a sport.,True
346,Sports,Baseball is a sport.,True
347,Sports,You can use your hands in volleyball.,False
348,Sports,You can score points in golf by hitting the ball into a hole.,True
349,Sports,Swimming is a popular sport.,True
350,Sports,People play tennis with a racket.,True
351,Sports,Skateboarding is a sport.,True
352,Sports,Gymnastics is a sport.,True
353,Sports,Hockey is a sport played on ice.,True
354,Sports,Volleyball is only played indoors.,False
355,Sports,American football is played with a round ball.,False
356,Sports,Running is a sport.,True
357,Sports,Boxing is a sport.,True
358,Sports,People wear helmets for football.,True
359,Sports,"To win in football, you must have the most touchdowns.",True
360,Sports,Lacrosse is a sport.,True
361,Sports,Horseback riding is considered a sport.,True
362,Sports,Soccer is also called football in some countries.,True
363,Sports,People swim in a pool.,True
364,Sports,People use their hands to hit a volleyball over the net.,False
365,Sports,"Track and field includes events such as sprints, high jump, and long jump.",True
366,Sports,Baseball is also called America's pastime.,True
367,Sports,You can use your feet in basketball.,False
368,Sports,Baseball is played with a hoop and a ball.,False
369,Sports,"In rugby, the ball can only be passed backward.",False
370,Sports,Football is played with a square ball.,False
371,Sports,"In tennis, the ball is hit with a hockey stick.",False
372,Sports,"In swimming, you are not allowed to touch the bottom or the sides of the pool during a race.",True
373,Sports,"In soccer, the player who touches the ball the most wins the game.",False
374,Sports,"In basketball, you're allowed to hold onto the ball for as long as you want.",False
375,Sports,"To win in baseball, you must score the most touchdowns.",False
376,Sports,"In hockey, you're allowed to use your hands to touch the puck.",False
377,Sports,"In tennis, the ball can't bounce before you hit it.",False
378,Sports,"In gymnastics, you're allowed to use trampolines.",False
379,Sports,"In volleyball, the ball can hit the ground before it goes over the net.",False
380,Sports,"In football, you're not allowed to tackle the other players.",False
381,Sports,"In swimming, you're not allowed to wear goggles.",False
382,Sports,"In basketball, the team with the fewest points wins.",False
383,Sports,"In soccer, you're allowed to touch the ball with your hands at any time.",False
384,Sports,"In baseball, the pitcher throws the ball underhand.",False
385,Sports,"In hockey, you're not allowed to hit other players with the stick.",False
386,Sports,"In tennis, the player who hits the ball the hardest wins.",False
387,Sports,"In gymnastics, you're not allowed to do flips.",False
388,Sports,"In football, you're not allowed to throw the ball to other players.",False
389,Sports,"In swimming, you're not allowed to wear a swimsuit.",False
390,Sports,"In basketball, the hoop is only 2 feet off the ground.",False
391,Geography,The Earth has one moon.,True
392,Geography,The United States of America is located in North America.,True
393,Geography,The Pacific Ocean is the largest ocean on Earth.,True
394,Geography,Africa is a continent.,True
395,Geography,The Amazon Rainforest is located in South America.,True
396,Geography,Antarctica is the smallest continent on Earth.,True
397,Geography,The Nile River is located in Africa.,True
398,Geography,Australia is both a country and a continent.,True
399,Geography,The equator is an imaginary line that circles the Earth halfway between the North and South poles.,True
400,Geography,The Great Wall of China is the longest wall in the world.,True
401,Geography,The highest point on Earth is Mount Everest.,True
402,Geography,The Sahara Desert is located in Africa.,True
403,Geography,"The capital of the United States of America is Washington, D.C.",True
404,Geography,The Canadian flag is red and white.,True
405,Geography,"The Eiffel Tower is located in Paris, France.",True
406,Geography,The Amazon River is the longest river in the world.,True
407,Geography,The Dead Sea is actually a lake.,True
408,Geography,The Pacific Ring of Fire is a region with a lot of volcanic activity.,True
409,Geography,The Statue of Liberty is located in New York City.,True
410,Geography,The Great Barrier Reef is the largest coral reef system in the world.,True
411,Geography,The Nile River is the longest river in the world.,True
412,Geography,The South Pole is located on the continent of Antarctica.,True
413,Geography,The largest country in the world by area is Russia.,True
414,Geography,The largest desert in the world is the Sahara Desert.,True
415,Geography,The highest mountain range in the world is the Himalayas.,True
416,Geography,The Earth has two moons.,False
417,Geography,Africa is a country.,False
418,Geography,The Arctic Ocean is the largest ocean on Earth.,False
419,Geography,Australia is the smallest continent on Earth.,False
420,Geography,The Euphrates River is located in South America.,False
421,Geography,Antarctica is a country.,False
422,Geography,Brazil is a continent.,False
423,Geography,The Tropic of Cancer is an imaginary line that circles the Earth halfway between the North and South poles.,False
424,Geography,The Great Wall of China is the tallest wall in the world.,False
425,Geography,The lowest point on Earth is Mount Everest.,False
426,Geography,The Sahara Rainforest is located in Africa.,False
427,Geography,The capital of Canada is Montreal.,False
428,Geography,The Mexican flag is purple and green.,False
429,Geography,"The Colosseum is located in Athens, Greece.",False
430,Geography,The Mississippi River is in South America.,False
431,Geography,The Mediterranean Sea is the largest sea in the world.,False
432,Geography,The Pacific Ocean is shrinking.,False
433,Geography,The Great Barrier Reef is a man-made structure.,False
434,Geography,The Nile River flows north.,False
435,Geography,The North Pole is located on the continent of Antarctica.,False
436,Geography,The smallest country in the world by area is the United States of America.,False
437,Geography,The smallest desert in the world is the Sahara Desert.,False
438,Geography,The driest place on Earth is the Amazon Rainforest.,False
439,Geography,The lowest point on Earth is the Dead Sea.,False
440,Geography,The Statue of Liberty is located in San Francisco.,False
441,History,George Washington was the first president of the United States?,True
442,History,The first inhabitants of North America were the Native Americans?,True
443,History,The American Civil War was fought between the North and the South?,True
444,History,The Great Wall of China was built by ancient Egyptians?,False
445,History,The ancient Greeks created the Olympic games?,True
446,History,Christopher Columbus discovered America in 1620?,False
447,History,Thomas Edison invented the light bulb?,True
448,History,"The Declaration of Independence was signed on July 4, 1776?",True
449,History,The Titanic sank in 1912?,True
450,History,The first cars were powered by electricity?,False
451,History,Julius Caesar was an emperor of ancient Rome?,True
452,History,Marie Curie won two Nobel Prizes for her work in physics and chemistry?,True
453,History,The first American flag had 52 stars?,False
454,History,The United States bought Louisiana from France in 1803?,True
455,History,Benjamin Franklin was a president of the United States?,False
456,History,The Industrial Revolution began in the 18th century?,True
457,History,The first airplane was invented by the Wright brothers?,True
458,History,The Mayflower brought the Pilgrims to America?,True
459,History,The Berlin Wall was built to keep people from leaving East Germany?,True
460,History,Cleopatra was a queen of ancient Greece?,False
461,History,World War I began in 1939?,False
462,History,The Rosetta Stone helped scholars to decipher ancient Egyptian hieroglyphics?,True
463,History,The Chinese invented gunpowder?,True
464,History,The American Revolutionary War was fought against Great Britain?,True
465,History,Neil Armstrong was the first person to walk on the moon?,True
466,History,The War of 1812 was fought between the United States and France?,False
467,History,"The Magna Carta was signed in 1215, giving people more freedom and rights?",True
468,History,The Russian tsar Nicholas II was overthrown in the Russian Revolution of 1917?,True
469,History,King Arthur was a real person who led armies in medieval Britain?,False
470,History,The ancient Egyptian civilization was known for building giant pyramids?,True
471,History,The Crusades were a series of religious wars fought in medieval times?,True
472,History,The battle of Waterloo was fought between Great Britain and France?,True
473,History,The Emancipation Proclamation was issued by Abraham Lincoln to end slavery?,True
474,History,The Trojan War was a real event that took place in ancient Greece?,Maybe True- Some historians believe it happened and some do not.
475,History,John F. Kennedy was the first president of the United States?,False
476,History,The Salem Witch Trials took place in the 17th century?,True
477,History,The Aztecs were an ancient civilization in Central America?,True
478,History,The American Revolution began in 1775?,True
479,History,Martin Luther King Jr. was a civil rights activist in the United States?,True
480,History,The United States fought in World War II?,True
481,History,Nelson Mandela fought against apartheid in South Africa?,True
482,History,The Colosseum was a popular entertainment venue in ancient Greece?,False
483,History,The Cold War was a period of tension between the United States and the Soviet Union?,True
484,History,The Gutenberg Bible was the first book printed on a printing press?,True
485,History,The Salem Witch Trials involved people being accused of practicing witchcraft?,True
486,History,The Great Depression was a period of economic hardship in the United States and other countries around the world?,True
487,History,The Korean War was fought between North Korea and South Korea?,True
488,History,Champollion was the scholar who decoded hieroglyphics with the help of the Rosetta Stone.,True
489,History,Christopher Columbus was Italian?,True
490,History,World War II ended in 1945?,True
491,History,Hitler was the leader of Nazi Germany in World War II?,True
492,History,The Ancient Egyptians made their own paper out of papyrus.,True
493,History,Australia was colonized by the British Empire.,True
494,History,The first humans and dinosaurs lived at the same time.,False
495,History,The Great Wall of China is visible from space.,False
496,History,The earth is round.,True
497,History,There are 365 days in a leap year.,False
498,History,The Statue of Liberty is located in Paris.,False
499,History,"Martin Luther King Jr was shot and killed in Memphis, Tennessee.",True
500,Science,The sun is a star.,True
501,Science,Water freezes at 100°C.,False
502,Science,Plants need sunlight to grow.,True
503,Science,Gravity makes things fall to the ground.,True
504,Science,The earth is flat.,False
505,Science,Birds are animals.,True
506,Science,The moon is a planet.,False
507,Science,Elephants are bigger than mice.,True
508,Science,Apples are a type of fruit.,True
509,Science,Rocks float in water.,False
510,Science,Milk comes from cows.,True
511,Science,Fish breathe air.,False
512,Science,The earth is the largest planet in our solar system.,False
513,Science,All living things need food to survive.,True
514,Science,Hurricanes are caused by strong winds.,False
515,Science,The color red is a primary color.,True
516,Science,Lightning comes from clouds.,True
517,Science,The shape of the earth is a triangle.,False
518,Science,Penguins can fly.,False
519,Science,The human body has two legs.,True
520,Science,Grass is a type of tree.,False
521,Science,The seasons change every year.,True
522,Science,The earth is round.,True
523,Science,Butterflies come from caterpillars.,True
524,Science,Water is not wet.,False
525,Science,The sun is a planet.,False
526,Science,Trees are animals.,False
527,Science,Fish can walk on land.,False
528,Science,The moon has its own light.,False
529,Science,Apples are a type of vegetable.,False
530,Science,Elephants are smaller than ants.,False
531,Science,Clouds come from the ground.,False
532,Science,The ocean is not salty.,False
533,Science,The earth is the closest planet to the sun.,False
534,Science,Rocks are soft like pillows.,False
535,Science,All living things do not need water to survive.,False
536,Science,Cars can fly.,False
537,Science,Hurricanes are caused by snow.,False
538,Science,The color purple is not a color.,False
539,Science,Lightning comes from the ground.,False
540,Science,The shape of the earth is a square.,False
541,Science,Penguins are fish.,False
542,Science,The human body has three legs.,False
543,Science,Grass is a type of flower.,False
544,Science,The seasons do not change every year.,False
545,Science,The earth is flat.,False
546,Science,Butterflies come from spiders.,False
547,Science,Giraffes can swim.,False
548,Science,Trees grow downwards.,False
549,Mathematics,1+1=2.,True
550,Mathematics,7-5=2.,True
551,Mathematics,3+7=12.,True
552,Mathematics,6-1=5.,True
553,Mathematics,2+3=5.,True
554,Mathematics,10-4=6.,True
555,Mathematics,8+2=11.,False
556,Mathematics,4+4=8.,True
557,Mathematics,10-6=5.,False
558,Mathematics,9+1=10.,True
559,Mathematics,6-2=4.,True
560,Mathematics,0+1=1.,True
561,Mathematics,5+5=10.,True
562,Mathematics,7-3=4.,True
563,Mathematics,3+6=10.,False
564,Mathematics,2-2=0.,True
565,Mathematics,8+3=11.,True
566,Mathematics,4+5=8.,False
567,Mathematics,6-4=3.,False
568,Mathematics,1+2=4.,False
569,Mathematics,9-3=6.,True
570,Mathematics,8-7=1.,True
571,Mathematics,2+5=7.,True
572,Mathematics,5-9=-4.,False
573,Mathematics,10-5=4.,False
574,Mathematics,6+7=12.,False
575,Mathematics,4+2=6.,True
576,Mathematics,1+3=5.,False
577,Mathematics,9-10=-1.,False
578,Mathematics,7+3=11.,True
579,Mathematics,2-1=1.,True
580,Mathematics,5+2=7.,True
581,Mathematics,3-5=-2.,False
582,Mathematics,8-9=-1.,True
583,Mathematics,2+8=10.,True
584,Mathematics,6-3=2.,False
585,Mathematics,5+1=6.,True
586,Mathematics,7-2=5.,True
587,Mathematics,3+4=8.,False
588,Mathematics,9-6=2.,False
589,Mathematics,10-10=0.,True
590,Mathematics,1+6=8.,False
591,Mathematics,4+3=7.,True
592,Mathematics,5-5=0.,True
593,Mathematics,8-2=6.,True
594,Mathematics,6+2=9.,False
595,Mathematics,7-7=1.,False
596,Mathematics,2+10=12.,True
597,Mathematics,9-4=6.,False
598,Art,Paintbrushes are used to paint pictures.,True
599,Art,"Art can be created using different materials like crayons, paint, and clay.",True
600,Art,Artists can use different colors to create their art.,True
601,Art,Art is a way to express feelings and emotions.,True
602,Art,People can appreciate art even if they don't know how to make it.,True
603,Art,Art can be made into different forms like sculptures or paintings.,True
604,Art,Squares are a common shape used in art.,True
605,Art,Art can be found in museums and galleries.,True
606,Art,Lines are used to create shapes in art.,True
607,Art,Art can be made by different people from all around the world.,True
608,Art,Mixing blue and yellow together makes green.,True
609,Art,Art can show different cultures and traditions.,True
610,Art,Non-living objects can be used in creating art.,True
611,Art,Art can be used to tell a story.,True
612,Art,Paint can be used to show texture in art.,True
613,Art,Art can be used to create different moods.,True
614,Art,Symmetry can be used to create balance in art.,True
615,Art,Artists can use different styles like abstract or realism to create their art.,True
616,Art,Art can be used to make people smile.,True
617,Art,"Art can be created in different sizes, from tiny to huge.",True
618,Art,Art can be made by people of all ages.,True
619,Art,Different patterns like polka dots and stripes can be used in art.,True
620,Art,Art can be created using different techniques like doodling or shading.,True
621,Art,Different types of brushes can be used with paint like flat or round.,True
622,Art,Watercolors are a type of paint that can be used in art.,True
623,Art,You can only make art using a pencil.,False
624,Art,Art can only be made by famous people.,False
625,Art,There is only one way to create art.,False
626,Art,Art can only be made using expensive materials.,False
