,Topic,Question,Correct
133,Food and drink,"The more colorful your diet, the healthier it is for you.",True
134,Food and drink,Vegetarianism is a type of diet where people do not eat meat.,True
135,Food and drink,It is good to eat a variety of different foods to get a range of nutrients.,True
136,Food and drink,Your body needs a certain amount of fat to function properly.,True
137,Food and drink,Fat should be avoided in your diet altogether.,False
138,Food and drink,Drinking alcohol can have harmful effects on your body.,True
139,Food and drink,Cooking food can destroy some of the nutrients it contains.,True
140,Food and drink,Fresh fruit and vegetables are better for you than canned or frozen ones.,True
141,Food and drink,Some people are allergic to certain foods such as peanuts or shellfish.,True
142,Food and drink,Eating breakfast is important to kickstart your metabolism for the day.,True
143,Food and drink,Drinking water before a meal can help you eat less.,True
144,Food and drink,High-fiber foods can help your digestion.,True
145,Food and drink,Skipping meals is a good way to lose weight.,False
146,Food and drink,Smoothies can be a good way to get your daily fruit and vegetable intake.,True
147,Food and drink,Eating food that is past its expiration date is always safe.,False
148,Food and drink,It is important to maintain a healthy and balanced diet throughout your life.,True
149,Food and drink,Food is important for providing your body with energy to go about your daily activities.,True
150,Food and drink,Different cultures have different types of food they eat.,True
151,Food and drink,Drinking too much caffeine can have negative effects on your body.,True
152,Music,"In music, notes are represented by letters.",True
153,Music,Sounds can only be made on instruments.,False
154,Music,A melody is a series of notes played in succession.,True
155,Music,"In music, dynamics refer to the volume of the sound.",True
156,Music,"In music, rhythm refers to the duration of sounds and silences.",True
157,Music,Composers are people who write music.,True
158,Music,Music is only played with instruments.,False
159,Music,A bar or measure in music is a set amount of time containing a certain number of beats.,True
160,Music,The bass clef is used for higher-pitched notes.,False
161,Music,A chord in music is a group of notes played simultaneously.,True
162,Music,Tempo refers to the speed at which music is played.,True
163,Music,"In a band, the drums typically provide the melody.",False
164,Music,A rest in music represents a period of silence.,True
165,Music,The treble clef is used for higher-pitched notes.,True
166,Music,Harmony in music refers to a group of people singing together.,False
167,Music,A flat note is a note that is one half step lower in pitch.,True
168,Music,The strings on a guitar represent the notes of the musical scale.,False
169,Music,"In music, a crescendo means to gradually become softer.",False
170,Music,A symphony is a musical composition for a full orchestra.,True
171,Music,"In music, a key signature tells the musician which notes to play sharp or flat.",True
172,Music,"In music, the beat is what you tap your foot to.",True
173,Music,The trumpet is a percussion instrument.,False
174,Music,A conductor leads a musical performance.,True
175,Music,"In music, genre refers to the type or style of music.",True
176,Music,A decrescendo means to gradually become louder.,False
177,Music,A musical note that is sustained for an extended period of time is called a staccato.,False
178,Music,The piano is a wind instrument.,False
179,Music,"In music, the staff is a set of five horizontal lines where notes are written.",True
180,Music,A musical composition that has only one voice or instrument playing a melody is called a solo.,True
181,Music,Pitch refers to the duration of sounds and silences.,False
182,Music,"In music, a fermata is a symbol that indicates a note should be held longer than its written value.",True
183,Music,"Music can be played in different time signatures, like 4/4 or 3/4.",True
184,Music,Lyrics are the music and sounds accompanying the voice.,False
185,Music,Music can create different moods or feelings.,True
186,Music,"In music, a coda is a passage that transitions to a new section.",False
187,Music,The violin is a brass instrument.,False
188,Music,"In music, the melody is the part of the music that you are most likely to remember.",True
189,Music,The saxophone is a woodwind instrument.,True
190,Music,Music can be both written and improvised.,True
191,Music,"In music, the key of C major has no sharps or flats.",True
192,Music,"In music, a chord progression is a sequence of chords.",True
193,Music,A capella music is without instrumental accompaniment.,True
194,Music,"In music, a pick is used to play percussion instruments.",False
195,Music,The bass guitar is a string instrument.,True
196,Music,The flute is a percussion instrument.,False
197,Music,"In music, vibrato is a slight variation in pitch.",True
198,Music,A guitar pick is used to strum or pluck the strings.,True
199,Music,A triangle is a type of string instrument.,False
200,Music,A beatboxer creates music with their voice.,True
201,Music,"In music, a sharp note is a note that is one half step higher in pitch.",True
202,Music,The trombone is a keyboard instrument.,False
203,Music,An octave in music refers to the distance between two notes that have the same name.,True
204,Music,The clarinet is a percussion instrument.,False
205,Movies,A movie is a form of visual entertainment.,True
206,Movies,Color films were first introduced in the 1930s.,True
207,Movies,Silent movies had sound effects and music.,False
208,Movies,A feature film is typically over 100 minutes long.,True
209,Movies,All movies are made with the intention of being shown in a cinema.,False
210,Movies,Directors are responsible for the storytelling and artistic vision of a movie.,True
211,Movies,Movies always involve fictional stories and characters.,False
212,Movies,The first movie theater opened in the early 20th century.,False
213,Movies,Film editing is the process of putting together various shots into a coherent sequence.,True
214,Movies,Animated films are always intended for children.,False
215,Movies,The Walt Disney Company is known for its animation films.,True
216,Movies,"""Jurassic Park"" is an example of a documentary film.",False
217,Movies,Movie theaters serve food such as popcorn and candy to enhance the viewing experience.,True
218,Movies,"""The Godfather"" is an example of a romantic comedy.",False
219,Movies,Sequels are common in the movie industry.,True
220,Movies,The use of special effects helps create a more realistic depiction of the story.,True
221,Movies,"""Star Wars"" is a science fiction movie series.",True
222,Movies,Film scores are an important component of a movie's emotional impact.,True
223,Movies,Horror movies are always rated for mature audiences.,False
224,Movies,Documentaries are always based on real-life events or people.,True
225,Movies,"The Academy Awards, also known as the Oscars, recognizes achievements in the film industry.",True
226,Movies,Movies are a form of escapism used to take oneself out of reality for a little while.,True
227,Movies,The majority of movies made today are shot on film.,False
228,Movies,Romantic comedies are always about a couple that falls in love and gets married.,False
229,Movies,Many movies are adaptations of books or other forms of media.,True
230,Movies,Westerns are a type of movie that typically feature cowboys and gunslingers.,True
231,Movies,"The use of CGI, or computer-generated imagery, has become increasingly common in modern movies.",True
232,Movies,"A ""cult classic"" movie is one that has a small but dedicated fanbase.",True
233,Movies,Movies are required to follow strict guidelines for content and language.,False
234,Movies,"""Avatar"" is the highest-grossing movie of all time.",True
235,Movies,Black and white movies are no longer made in the modern film industry.,False
236,Movies,Action movies are always centered around car chases and explosions.,False
237,Movies,Movies that are based on true stories are always entirely accurate and true to life.,False
238,Movies,"The opening credits of a movie usually include its title, director, and major actors.",True
239,Movies,Movies can be a powerful tool for spreading important social messages.,True
240,Movies,"Movies are produced mainly in Hollywood, California.",False
241,Movies,Thriller movies always involve supernatural elements like ghosts and monsters.,False
242,Movies,Movies are always released on Fridays in the United States.,True
243,Movies,Harry Potter movies are based on books by Stephen King.,False
244,Movies,Movie ratings provide guidance on the age-appropriateness and content of a movie.,True
245,Movies,Animated movies are always intended for young children.,False
246,Movies,A deleted scene is a part of a movie that was cut before the final release.,True
247,Movies,The success of a movie is usually measured by its box office revenue.,True
248,Movies,"The word ""cinema"" is derived from the word ""cinematograph"".",True
249,Movies,"Movies can be a form of art that incorporates various elements such as direction, acting, and cinematography.",True
250,Movies,Trailers are used to promote and generate interest in upcoming movies.,True
251,Movies,"Theaters show movies that are in current release, but do not show older movies.",False
252,Movies,All movies are created equal in terms of budget and resources.,False
253,Movies,Movies are a popular form of entertainment all around the world.,True
254,Movies,Movie studios use test screenings to gauge audience reactions and make possible changes before releasing a movie.,True
255,Movies,The climax is the most intense part of a movie's plot.,True
256,Movies,The majority of movies released today are created using digital technology.,True
257,Movies,Comedy movies always feature slapstick humor and goofy characters.,False
258,Television shows,Television shows are a form of entertainment.,True
259,Television shows,All television shows are scripted.,False
260,Television shows,Television shows are only available to watch on TV.,False
261,Television shows,Television shows can be watched on streaming platforms.,True
262,Television shows,All television shows are appropriate for all ages.,False
263,Television shows,TV shows are broken up into seasons and episodes.,True
264,Television shows,Television shows are only produced in the United States.,False
265,Television shows,TV shows are a relatively new invention.,False
266,Television shows,Sitcoms are a genre of TV show.,True
267,Television shows,Television shows can teach people about history.,True
268,Television shows,Drama is another genre of TV show.,True
269,Television shows,Reality shows only feature real-life situations.,False
270,Television shows,Television shows can have a spin-off.,True
271,Television shows,Crime shows are a popular genre of TV show.,True
272,Television shows,TV shows were invented in the 19th century.,False
273,Television shows,Animated shows are only for children.,False
274,Television shows,Television shows can be used for educational purposes.,True
275,Television shows,Soap operas feature plotlines centered around romance and family.,True
276,Television shows,Talk shows are another type of TV show.,True
277,Television shows,Television shows are a type of media.,True
278,Television shows,Cooking competitions are a type of reality show.,True
279,Television shows,TV shows can only be fiction.,False
280,Television shows,Game shows are another popular type of TV show.,True
281,Television shows,Sci-fi shows are a genre of TV show.,True
282,Television shows,TV shows can be based on books.,True
283,Literature,Romeo and Juliet is a tragedy.,True
284,Literature,To Kill a Mockingbird was written by Jane Austen.,False
285,Literature,The Great Gatsby is written by F. Scott Fitzgerald.,True
286,Literature,Harry Potter is a trilogy.,False
287,Literature,The Catcher in the Rye was written by J.D. Salinger.,True
288,Literature,"Harper Lee is the author of the novel, ""To Kill a Mockingbird"".",True
289,Literature,"George Orwell is the author of the novel, ""Brave New World"".",False
290,Literature,"Jane Austen is the author of the novel, ""Pride and Prejudice"".",True
291,Literature,"""1984"" is a dystopian novel.",True
292,Literature,"Dr. Seuss wrote ""The Cat in the Hat"".",True
293,Literature,Agatha Christie is known for writing mystery novels.,True
294,Literature,"The novel ""The Hunger Games"" is written by Suzanne Collins.",True
295,Literature,"""Lord of the Flies"" was written by William Golding.",True
296,Literature,"""The Adventures of Huckleberry Finn"" was written by Mark Twain.",True
297,Literature,William Shakespeare is known for writing plays.,True
298,Literature,"Margaret Atwood wrote ""The Handmaid's Tale"".",True
299,Literature,"Maya Angelou wrote ""The Color Purple"".",False
300,Literature,"J.K. Rowling wrote ""Percy Jackson"".",False
301,Literature,"Herman Melville wrote ""Moby-Dick"".",True
302,Literature,"""The Diary of Anne Frank"" is a non-fiction book.",True
303,Literature,"""Little Women"" was written by L.M. Montgomery.",False
304,Literature,"Ernest Hemingway wrote ""The Old Man and the Sea"".",True
305,Literature,"""The Picture of Dorian Gray"" was written by Oscar Wilde.",True
306,Literature,"""Frankenstein"" was written by Mary Shelley.",True
307,Literature,"""One Hundred Years of Solitude"" was written by Gabriel Garcia Marquez.",True
308,Literature,"The author of ""The Hobbit"" and ""The Lord of the Rings"" trilogy is J.R.R. Tolkien.",True
309,Literature,"""Animal Farm"" was written by Leo Tolstoy.",False
310,Literature,"Mark Twain wrote ""The Adventures of Tom Sawyer"".",True
311,Literature,"""A Tale of Two Cities"" was written by Charles Dickens.",True
312,Literature,"""The Fault in Our Stars"" was written by John Green.",True
313,Literature,Sherlock Holmes is a character created by Jane Austen.,False
314,Literature,Edgar Allan Poe was a horror writer.,True
315,Literature,"""The Lion, The Witch, and The Wardrobe"" was written by C.S. Lewis.",True
316,Literature,Stephen King is a popular horror novelist.,True
317,Literature,"""Charlotte's Web"" was written by Beverly Cleary.",False
318,Literature,"""Fahrenheit 451"" was written by Ray Bradbury.",True
319,Literature,"""The Secret Garden"" was written by Frances Hodgson Burnett.",True
320,Literature,"""Death of a Salesman"" was written by Arthur Miller.",True
321,Literature,"""Life of Pi"" was written by Yann Martel.",True
322,Literature,"""Wuthering Heights"" was written by Emily Bronte.",True
323,Literature,"Louisa May Alcott wrote ""Gone with the Wind"".",False
324,Literature,"""The Time Traveler's Wife"" was written by Audrey Niffenegger.",True
325,Literature,"""The Old Man and the Sea"" is set in Cuba.",True
326,Literature,Jules Verne is known for writing science fiction novels.,True
327,Literature,"""Gulliver's Travels"" was written by Lewis Carroll.",False
328,Literature,"""The Bell Jar"" was written by Sylvia Plath.",True
329,Literature,"""The Sun Also Rises"" was written by Ernest Hemingway.",True
330,Literature,"""The Giver"" was written by Lois Lowry.",True
331,Literature,"""Romeo and Juliet"" was written by William Shakespeare.",True
332,Literature,"""The Raven"" was written by Edgar Allan Poe.",True
333,Literature,"""Sense and Sensibility"" was written by William Makepeace Thackeray.",False
334,Literature,"""War and Peace"" was written by Leo Tolstoy.",True
335,Literature,"""The Outsiders"" was written by S.E. Hinton.",True
336,Literature,"""A Christmas Carol"" was written by Charles Dickens.",True
337,Sports,The game of basketball is played with a round ball.,True
338,Sports,The objective of soccer is to score as many goals as possible.,True
339,Sports,"In volleyball, a team is allowed to hit the ball more than three times before it goes over the net.",False
340,Sports,"In football, there are 4 downs to advance the ball 10 yards.",True
341,Sports,Athletes can only compete in one event in track and field.,False
342,Sports,"In baseball, a batter gets three tries to hit the ball before they are out.",False
343,Sports,Tennis players are not allowed to hit the ball while it is still rising after a served ball.,False
344,Sports,"In swimming, the butterfly stroke is named after the insect.",True
345,Sports,"In wrestling, the goal is to pin the opponent's shoulders to the mat for a certain period of time.",True
346,Sports,Gymnastics is not considered a sport.,False
347,Sports,"In golf, the lowest score wins.",True
348,Sports,"In water polo, players are not allowed to touch the bottom of the pool.",True
349,Sports,"In ice hockey, a team can only have 6 players on the ice at one time.",True
350,Sports,"In boxing, fighters are allowed to hit below the belt.",False
351,Sports,"In track and field, a higher number of points means a worse performance.",False
352,Sports,"In bowling, a perfect score is 300.",True
353,Sports,Lacrosse is a sport that is only played in Canada.,False
354,Sports,"In rugby, a try is equivalent to a touchdown in football.",True
355,Sports,"In skateboarding, a ""kickflip"" involves spinning the board with one's foot.",True
356,Sports,"In cricket, the games can last up to 6 days.",True
357,Sports,"In fencing, a touch counts as a point.",True
358,Sports,"In weightlifting, the person who lifts the most weight wins.",True
359,Sports,"In horse racing, the goal is to take care of and ride the horse as long as possible.",False
360,Sports,"In downhill skiing, the fastest time wins.",True
361,Sports,"In mixed martial arts, fighters cannot use their feet to strike.",False
362,Sports,Volleyball is a sport played with a rectangular-shaped ball.,False
363,Sports,The objective of football is to score goals.,False
364,Sports,"In baseball, a home run will always score four runs.",False
365,Sports,"In swimming, backstroke swimmers must stay face-down in the water.",False
366,Sports,"In basketball, dunks are not allowed.",False
367,Sports,"In gymnastics, judges only consider the difficulty of the routine, not the execution.",False
368,Sports,"In soccer, the game can end in a tie.",True
369,Sports,"In tennis, players are only allowed to serve the ball underhand.",False
370,Sports,"In wrestling, a pin is worth two points.",False
371,Sports,Track and field events only take place in the summer.,False
372,Sports,"In golf, a bogey is a score of one under par.",False
373,Sports,"In water polo, players must hold their breath while underwater.",False
374,Sports,"In ice hockey, the goalie is not allowed to leave their crease.",False
375,Sports,"In boxing, fighters are not allowed to use their elbows.",True
376,Sports,"In fencing, a foil is a type of weapon used.",True
377,Sports,"In bowling, a strike is worth 10 points.",True
378,Sports,Lacrosse is a sport played indoors.,False
379,Sports,"In rugby, players wear pads similar to American football.",False
380,Sports,"In skateboarding, a grind involves jumping over an obstacle.",False
381,Sports,"In cricket, a wicket is worth 4 runs.",False
382,Sports,"In weightlifting, the athlete is allowed to use equipment to assist them.",False
383,Sports,"In horse racing, jockeys must be at least 6 feet tall.",False
384,Sports,"In downhill skiing, skiers must go uphill before they can go downhill.",False
385,Sports,"In mixed martial arts, fighters cannot use their knees to strike.",False
386,Geography,The capital of the United States is New York City.,False
387,Geography,The equator is a line that circles the Earth halfway between the North and South poles.,True
388,Geography,Asia is the largest continent.,True
389,Geography,Mount Everest is the highest mountain in the world.,True
390,Geography,The Nile River is the longest river in the world.,False
391,Geography,The United States is the largest country in the world.,False
392,Geography,The Pacific Ocean is the largest ocean in the world.,True
393,Geography,The Amazon Rainforest is located in Asia.,False
394,Geography,The Sahara Desert is located in Africa.,True
395,Geography,The Great Barrier Reef is located in South America.,False
396,Geography,Antarctica is a continent that is made up entirely of ice.,True
397,Geography,The United States is divided into 50 states.,True
398,Geography,The Amazon River is longer than the Nile River.,False
399,Geography,Europe is a continent.,True
400,Geography,The Indian Ocean is the smallest ocean in the world.,False
401,Geography,The Arctic Ocean is the smallest ocean in the world.,True
402,Geography,The Andes Mountains are located in North America.,False
403,Geography,California is located on the East Coast of the United States.,False
404,Geography,Mexico is located in Central America.,True
405,Geography,The Dead Sea is located in Asia.,True
406,Geography,The Great Lakes are located in Africa.,False
407,Geography,The Panama Canal connects the Atlantic and Pacific Oceans.,True
408,Geography,The Rocky Mountains are located in South America.,False
409,Geography,Australia is the only country that is also a continent.,True
410,Geography,The Grand Canyon is located in Colorado.,False
411,Geography,The Great Wall of China is the longest wall ever built.,True
412,Geography,The Tropic of Cancer is located in the Southern Hemisphere.,False
413,Geography,The North Pole is located in Antarctica.,False
414,Geography,The South Pole is located in Antarctica.,True
415,Geography,The United States has five Great Lakes.,False
416,Geography,The English Channel separates France and Germany.,False
417,Geography,The Danube River is located in Africa.,False
418,Geography,The Dead Sea is the saltiest body of water in the world.,True
419,Geography,The Nile River flows from south to north.,True
420,Geography,The Sahara is the largest hot desert in the world.,True
421,Geography,The Appalachian Mountains are located in South America.,False
422,Geography,Mount Fuji is located in Japan.,True
423,Geography,The Gobi Desert is located in Africa.,False
424,Geography,The Mississippi River is the longest river in the United States.,True
425,Geography,The United States and Canada share the longest international border in the world.,True
426,Geography,The Amazon River flows from north to south.,False
427,Geography,Australia is both a country and a continent.,True
428,Geography,The Nile River is located in Africa.,True
429,Geography,The Pacific Ocean is larger than all the continents put together.,False
430,Geography,The Rocky Mountains are located in North America.,True
431,Geography,The Great Wall of China can be seen from space.,False
432,Geography,The shortest distance between Asia and North America is across the Bering Strait.,True
433,Geography,The United States is the fourth largest country in the world.,False
434,Geography,The Indian Ocean is located in the Eastern Hemisphere.,True
435,History,George Washington was the first president of the United States.,True
436,History,World War II started in the year 1914.,False
437,History,The Declaration of Independence was signed in 1776.,True
438,History,The Boston Tea Party took place in the year 1773.,True
439,History,The Great Wall of China was built in the 16th century.,False
440,History,The American Civil War was fought between 1861 and 1865.,True
441,History,Christopher Columbus discovered America in the 15th century.,True
442,History,"The first Olympic Games were held in Athens, Greece.",True
443,History,The Magna Carta was signed in the year 1215.,True
444,History,The Louisiana Purchase doubled the size of the United States.,True
445,History,The Emancipation Proclamation ended slavery in America.,False
446,History,The Cold War was fought between the United States and Germany.,False
447,History,The Black Death killed millions of people in Europe in the 14th century.,True
448,History,The Renaissance began in Italy in the 14th century.,True
449,History,The Industrial Revolution started in the 19th century.,True
450,History,The French Revolution started in 1776.,False
451,History,The Battle of Waterloo was fought in the year 1815.,True
452,History,Julius Caesar was the first emperor of Rome.,False
453,History,The Wright Brothers invented the first successful airplane.,True
454,History,William Shakespeare was a playwright in the Renaissance period.,True
455,History,The Panama Canal connects the Atlantic and Pacific Oceans.,True
456,History,The use of gunpowder weapons played a significant role in warfare during the medieval period.,True
457,History,The Great Depression was a time of economic prosperity in the United States.,False
458,History,Martin Luther King Jr. was a civil rights leader in the 20th century.,True
459,History,Neil Armstrong was the first person to walk on the moon.,True
460,History,The ancient Egyptians used hieroglyphics to write.,True
461,History,The American Revolution was fought against Spain.,False
462,History,The Alamo was a battle fought during the American Civil War.,False
463,History,"The Renaissance is named after the French word for ""rebirth"".",False
464,History,The Titanic's maiden voyage ended in April 1912.,True
465,History,Napoleon was the King of France.,False
466,History,The Statue of Liberty was a gift from France to the United States.,True
467,History,The Great Wall of China can be seen from space.,False
468,History,"The phrase ""Veni, Vidi, Vici"" was said by Julius Caesar.",True
469,History,Adolf Hitler was the President of Germany.,False
470,History,The first successful permanent English colony in America was Jamestown.,True
471,History,The Roman Colosseum hosted gladiator contests.,True
472,History,The American Revolution ended in 1776.,False
473,History,John F. Kennedy was the 25th President of the United States.,True
474,History,The Battle of Gettysburg was fought during World War II.,False
475,History,The Berlin Wall fell in the year 1991.,False
476,History,The Civil Rights Act was passed in 1964.,True
477,History,The Renaissance period was a time of renewed interest in arts and sciences.,True
478,History,The Battle of Bunker Hill was fought during the American Revolution.,True
479,History,The Great Fire of London started in the year 1666.,True
480,History,The British Empire was the largest empire in world history.,True
481,History,The Book of Kells is an illuminated manuscript of the Gospels.,True
482,History,The Magna Carta limits the power of the British monarchy.,True
483,History,The American Constitution was written in the year 1787.,True
484,History,The Holocaust was a genocide that targeted Jews during World War I.,False
485,History,The invention of the printing press by Johannes Gutenberg revolutionized communication during the Renaissance.,True
486,Science,The Earth is flat.,False
487,Science,The mitochondria is the powerhouse of the cell.,True
488,Science,The human body is made up of 90% water.,False
489,Science,The Earth revolves around the sun.,True
490,Science,Insects have 8 legs.,False
491,Science,The temperature at which water freezes is 100 degrees Celsius.,False
492,Science,Every element on the periodic table is a solid.,False
493,Science,The moon orbits around Earth.,True
494,Science,The human body has 206 bones.,True
495,Science,The Earth is the third planet from the sun.,False
496,Science,Sound travels faster in water than in air.,False
497,Science,An acid has a pH greater than 7.,False
498,Science,A mammal is a warm-blooded animal that feeds milk to its young.,True
499,Science,Chlorophyll is the chemical that gives plants their green color.,True
500,Science,Gold is a great conductor of electricity.,True
501,Science,The smallest element in the periodic table is hydrogen.,True
502,Science,A solid has a definite shape and volume.,True
503,Science,A speed of 0 km/h is known as escape velocity.,False
504,Science,Earth is the largest planet in the Solar System.,False
505,Science,Thunder is caused by lightning.,True
506,Science,Carbon dioxide is a solid.,False
507,Science,The human body has four lungs.,False
508,Science,The largest organ in the human body is the liver.,False
509,Science,A light year is a measurement of time.,False
510,Science,All mammals lay eggs.,False
511,Science,The center of the Earth is made up of molten iron.,True
512,Science,The force of gravity depends on the mass of the objects and the distance between them.,True
513,Science,Osmosis is the movement of water molecules from high concentration to low concentration.,True
514,Science,The human body has three layers of skin.,False
515,Science,The Big Bang Theory refers to the creation of the universe.,True
516,Science,The cells of plants also contain mitochondria.,True
517,Science,All metals rust over time.,False
518,Science,Human beings are omnivores.,True
519,Science,The Earth's atmosphere is composed of mostly nitrogen and oxygen.,True
520,Science,Water freezes at 32 degrees Fahrenheit.,True
521,Science,A rock is an example of a liquid.,False
522,Science,Mold is a type of fungi.,True
523,Science,An object in motion tends to stay in motion.,True
524,Science,The human body has five senses.,True
525,Science,The human body's largest organ is the heart.,False
526,Science,Speed is calculated by dividing distance traveled by time taken.,True
527,Science,Birds are the only animals that can fly.,False
528,Science,Photosynthesis is the process by which plants convert sunlight into energy.,True
529,Science,A prism breaks white light into seven colors.,True
530,Science,Plate tectonics is the study of the movement of Earth's crust.,True
531,Science,Magnets have only two poles: North and South.,True
