,Topic,Question,Correct
111,Food and drink,Cooking vegetables can break down some of the nutrients.,True
112,Food and drink,Carbohydrates provide energy for the body.,True
113,Food and drink,Eating too many calories can lead to weight gain.,True
114,Food and drink,Different colored vegetables provide different vitamins and minerals.,True
115,Food and drink,Fermented foods can aid in digestion.,True
116,Food and drink,Grains provide important nutrients such as fiber and B vitamins.,True
117,Food and drink,Herbal teas can have health benefits.,True
118,Food and drink,Eating a balanced diet can improve overall health.,True
119,Food and drink,Drinking water can help with weight loss.,True
120,Food and drink,Tap water is always safe to drink.,False
121,Food and drink,Coffee causes dehydration.,False
122,Food and drink,All fats are bad for you.,False
123,Food and drink,It is necessary to take vitamin supplements if you eat a balanced diet.,False
124,Food and drink,Brown eggs are more nutritious than white eggs.,False
125,Food and drink,All carbohydrates are bad for you.,False
126,Food and drink,Fish is the only source of omega-3 fatty acids.,False
127,Food and drink,Drinking sports drinks is the best way to stay hydrated during exercise.,False
128,Food and drink,Everyone needs to drink eight glasses of water a day.,False
129,Food and drink,Eating at night can lead to weight gain.,False
130,Food and drink,You need to drink milk in order to get enough calcium.,False
131,Food and drink,You should never eat raw vegetables.,False
132,Food and drink,"If a food is labeled ""natural,"" it is always healthy.",False
133,Food and drink,"The more protein you consume, the better.",False
134,Food and drink,Consuming dairy products always causes acne.,False
135,Food and drink,Eating foods high in cholesterol will always raise your blood cholesterol levels.,False
136,Food and drink,All processed foods are unhealthy.,False
137,Food and drink,All gluten-free products are healthy.,False
138,Food and drink,All sugar substitutes are healthier than sugar.,False
139,Food and drink,Low-fat foods are always healthier than full-fat foods.,False
140,Food and drink,Fruit juices are equivalent to fresh fruit.,False
141,Food and drink,Alcoholic beverages have no nutritional value.,False
142,Food and drink,All carbs turn into sugar in your body.,False
143,Food and drink,Eating too much protein can cause kidney damage.,False
144,Food and drink,You should always avoid eating foods that are high in fat.,False
145,Music,The treble clef is used to notate higher pitches than the bass clef.,True
146,Music,A whole note has the same time value as four quarter notes.,True
147,Music,A metronome is used to keep a steady tempo when playing music.,True
148,Music,"The strings on a guitar are tuned (from low to high) to the notes E, A, D, G, B, and E.",True
149,Music,A double barline indicates the end of a piece of music.,False
150,Music,A major key has a generally happy and bright sound.,True
151,Music,A minor key has a generally sad and dark sound.,True
152,Music,Legato articulation means to play the notes smoothly and connected.,True
153,Music,A fermata symbol is used to indicate a pause or hold in the music.,True
154,Music,The time signature 6/8 means there are six beats per measure and the eighth note gets one beat.,True
155,Music,The bassoon is a brass instrument.,False
156,Music,The saxophone is a woodwind instrument.,True
157,Music,Crescendo means to gradually get louder.,True
158,Music,"Quarter, eighth, and sixteenth notes are types of rests.",False
159,Music,The highest pitched instrument in an orchestra is the piccolo.,True
160,Music,A coda is a section of music that is played at the beginning of the piece.,False
161,Music,Dynamics in music refer to the volume or loudness of the music.,True
162,Music,A whole step in music notation is represented by two adjacent lines or spaces on the staff.,False
163,Music,The clarinet is a percussion instrument.,False
164,Music,A sharp symbol in music notation raises the pitch of the note by a half step.,True
165,Music,A crescendo symbol looks like a horizontal bracket that gradually gets wider.,False
166,Music,The timpani is a pitched percussion instrument that is often used to keep the beat in an orchestra.,True
167,Music,A key signature tells you which notes to play flat or sharp throughout the piece.,True
168,Music,A tie in music notation connects two notes of the same pitch to create a longer duration.,True
169,Music,"In a round, multiple voices sing the same melody at different starting times to create a layered effect.",True
170,Music,The baroque period of music roughly spans from the 17th to the 18th centuries.,True
171,Music,The dot on a music note adds half of its original value to the duration of the note.,True
172,Music,A mute is a device used to dampen or soften the sound of an instrument.,True
173,Music,The accordion is a percussion instrument.,False
174,Music,An interval in music refers to the distance between two notes.,True
175,Music,A fermata symbol has the same effect as a rest in music notation.,False
176,Music,The beat is the steady pulse that underlies most music.,True
177,Music,"The strings on a violin are tuned (from low to high) to the notes G, D, A, and E.",True
178,Music,Diminuendo means to gradually get louder.,False
179,Music,A slur in music notation is used to indicate that the notes should be played with a smooth and connected sound.,True
180,Music,A dotted quarter note has the same duration as two eighth notes.,True
181,Music,The modern piano has 88 keys.,True
182,Music,The staff in music notation is made up of five horizontal lines and four spaces.,True
183,Music,A harmony is the combination of different notes played at the same time to create a pleasing sound.,True
184,Music,A sonata is a type of musical composition for a solo instrument or small ensemble.,True
185,Music,The viola is the smallest instrument in the string family.,False
186,Music,An arpeggio is a broken chord where the notes are played in rapid succession.,True
187,Music,A glissando is a rapid sliding up or down between two notes on a keyboard or string instrument.,True
188,Music,The trombone is a wind instrument that uses a mouthpiece and a reed.,False
189,Music,"Improvisation is the act of creating music on the spot, without a pre-existing score.",True
190,Music,Syncopation is a rhythm where the emphasis is placed on off-beat or unexpected beats.,True
191,Music,The accordion is a free-reed instrument that operates by means of bellows.,True
192,Music,Harmonics are notes that are produced by partially muting the string while playing.,True
193,Music,The organ is a keyboard instrument that uses metal or wooden pipes to create sound.,True
194,Music,A brass instrument produces sound by vibrating a reed.,False
195,Music,A fermata symbol indicates that the note or chord should be held longer than its written duration.,True
196,Music,A trill in music notation is a rapid alternation between two adjacent notes.,True
197,Movies,Movies are a form of visual storytelling.,True
198,Movies,Disney's first feature-length animated movie was Snow White and the Seven Dwarfs.,True
199,Movies,James Cameron's movie Avatar is the highest-grossing film of all time.,True
200,Movies,The Lord of the Rings trilogy was directed by Peter Jackson.,True
201,Movies,Martin Scorsese's movie Goodfellas is based on a true story.,True
202,Movies,The movie Titanic won 11 Academy Awards.,True
203,Movies,"In The Godfather, Marlon Brando played the role of Don Corleone.",True
204,Movies,The Star Wars franchise has a total of nine episodes.,True
205,Movies,Forrest Gump is a movie about a man who goes on a cross-country journey.,True
206,Movies,The main character's name in the movie Rocky is Rocky Balboa.,True
207,Movies,Jaws is a movie about a giant man-eating shark.,True
208,Movies,The Matrix was directed by the Wachowski brothers.,True
209,Movies,Ben Affleck and Matt Damon won the Best Original Screenplay Oscar for the movie Good Will Hunting.,True
210,Movies,The Shawshank Redemption is a movie about a man who is wrongly convicted of murder.,True
211,Movies,The Silence of the Lambs won the Oscar for Best Picture in 1992.,True
212,Movies,The Pink Panther is a movie about a clumsy detective.,True
213,Movies,The Titanic was directed by Steven Spielberg.,False
214,Movies,The Lord of the Rings movies were based on books written by J.K. Rowling.,False
215,Movies,Brad Pitt played the role of Ethan Hunt in the Mission: Impossible movies.,False
216,Movies,Edward Norton played the main character in the movie Fight Club.,True
217,Movies,Dr. Hannibal Lecter is the main character in The Silence of the Lambs.,False
218,Movies,The Harry Potter movies were directed by Christopher Nolan.,False
219,Movies,The Bourne movies were based on books written by Robert Ludlum.,True
220,Movies,Tim Burton directed the movie Titanic.,False
221,Movies,Darth Vader is the protagonist in the Star Wars franchise.,False
222,Movies,The Lion King was the first feature-length animated movie made by Disney.,False
223,Movies,The movie Top Gun was directed by Michael Bay.,False
224,Movies,The movie Indiana Jones and the Temple of Doom was released before Raiders of the Lost Ark.,False
225,Movies,Brad Pitt won a Best Actor Oscar for the movie Once Upon a Time in Hollywood.,False
226,Movies,The movie The Shawshank Redemption was based on a Stephen King novel.,True
227,Movies,Gladiator is a movie about a Roman general.,True
228,Movies,The movie Die Hard was released in the 1980s.,True
229,Movies,The Fast and the Furious franchise has six movies.,False
230,Movies,The movie Pulp Fiction was directed by Quentin Tarantino.,True
231,Movies,The movie Raiders of the Lost Ark was directed by Steven Spielberg.,True
232,Movies,The movie Jurassic Park was based on a book written by J.K. Rowling.,False
233,Movies,Matt Damon played the role of James Bond in the movie Casino Royale.,False
234,Movies,The movie E.T. the Extra-Terrestrial was directed by George Lucas.,False
235,Movies,The Batman movies were directed by Christopher Nolan.,True
236,Movies,The movie The Godfather is set in Las Vegas.,False
237,Movies,The movie The Revenant stars Tom Hardy in the lead role.,False
238,Movies,The movie Kill Bill was directed by Martin Scorsese.,False
239,Movies,The movie The Expendables features only female actors.,False
240,Movies,The movie Inception was directed by Christopher Nolan.,True
241,Movies,The main character's name in the movie Terminator is John Wick.,False
242,Movies,The movie The Dark Knight Rises was released in 2008.,False
243,Movies,The movie Die Hard is set in a skyscraper.,True
244,Movies,The movie The Departed was directed by Martin Scorsese.,True
245,Television shows,"The television show ""Friends"" aired from 1994-2004.",True
246,Television shows,"""Breaking Bad"" takes place primarily in Albuquerque, New Mexico.",True
247,Television shows,"The animated television show ""The Simpsons"" has been on the air since 1989.",True
248,Television shows,"The television adaptation of ""A Song of Ice and Fire"" is called ""Game of Thrones.""",True
249,Television shows,"""The Office"" is a television show about the employees of a paper company.",True
250,Television shows,"""The Fresh Prince of Bel-Air"" starred Will Smith in the lead role.",True
251,Television shows,"The ""CSI"" franchise includes spinoffs set in Miami and New York.",True
252,Television shows,"The cast of ""Jersey Shore"" spent multiple seasons in Miami.",True
253,Television shows,"""The Walking Dead"" is based on a comic book series.",True
254,Television shows,"The television show ""The Big Bang Theory"" is set in Pasadena, California.",True
255,Television shows,"""Stranger Things"" takes place in the 1980s.",True
256,Television shows,"""The Crown"" is a Netflix series about the life of Queen Elizabeth II.",True
257,Television shows,"""Grey's Anatomy"" centers around a group of medical interns.",True
258,Television shows,"""The Handmaid's Tale"" is based on a novel by Margaret Atwood.",True
259,Television shows,"""The Mandalorian"" is a television series set in the ""Star Wars"" universe.",True
260,Television shows,"""The Office"" was originally a British television show before being adapted in the United States.",True
261,Television shows,"The television show ""The Bachelor"" airs on ABC.",True
262,Television shows,"""Stranger Things"" features a group of kids who are friends and go on adventures together.",True
263,Television shows,"""The Great British Bake Off"" has aired on both the BBC and Channel 4.",True
264,Television shows,"""Breaking Bad"" features a high school chemistry teacher turned drug dealer.",True
265,Television shows,"""Supernatural"" follows two brothers who hunt supernatural creatures.",True
266,Television shows,"""The Vampire Diaries"" is based on a series of novels by L.J. Smith.",True
267,Television shows,"""Lost"" is a television show about a group of people stranded on a mysterious island.",True
268,Television shows,"""Parks and Recreation"" is set in the fictional town of Pawnee, Indiana.",True
269,Television shows,"""Seinfeld"" is a television show about a group of friends who live in New York City.",False (it's about acquaintances).
270,Television shows,"""The Crown"" primarily focuses on the reign of Queen Victoria.",False (it's about Queen Elizabeth II).
271,Television shows,"""The X-Files"" is a television show about a group of paranormal investigators.",False (it's about two FBI agents).
272,Television shows,"""Friends"" is set in Los Angeles, California.",False (it's set in New York City).
273,Television shows,"The television show ""The Walking Dead"" takes place in New York City.",False (it take place in Georgia).
274,Television shows,"""The Big Bang Theory"" follows a group of doctors working at a hospital.",False (it's about scientists and engineers).
275,Television shows,"""Lost"" is a television show about a group of people stranded on a deserted island.",False (it's a mysterious island).
276,Television shows,"""The Handmaid's Tale"" takes place in a dystopian society where women have equal rights to men.",False (women are severely oppressed).
277,Television shows,"""Stranger Things"" takes place in the 1960s.",False (it takes place in the 1980s).
278,Television shows,"""Breaking Bad"" is a comedy about a group of housewives who start a drug operation.",False (it's a drama about a high school chemistry teacher turning to a life of crime).
279,Television shows,"""Grey's Anatomy"" is set in a hospital in Seattle, Washington.","False (it's primarily set in a private hospital in Seattle, Washington)."
280,Television shows,"""The Office"" is a mockumentary-style television show.",False (it's a sitcom-style television show).
281,Television shows,"""The Mandalorian"" is set in the ""Star Trek"" universe.","False (it's set in the ""Star Wars"" universe)."
282,Television shows,"""The Bachelor"" is a reality television show about people competing on a cooking competition.",False (it's a dating competition).
283,Television shows,"""The Fresh Prince of Bel-Air"" is set in New York City.","False (it's set in Los Angeles, California)."
284,Literature,"William Shakespeare wrote ""Hamlet"".",True
285,Literature,"""To Kill a Mockingbird"" was written by Harper Lee.",True
286,Literature,"""The Great Gatsby"" was written by F. Scott Fitzgerald.",True
287,Literature,"""The Catcher in the Rye"" was written by J.D. Salinger.",True
288,Literature,"""1984"" was written by George Orwell.",True
289,Literature,"""Pride and Prejudice"" was written by Jane Austen.",True
290,Literature,"""Lord of the Flies"" was written by William Golding.",True
291,Literature,"""Frankenstein"" was written by Mary Shelley.",True
292,Literature,"""Of Mice and Men"" was written by John Steinbeck.",True
293,Literature,"""The Adventures of Huckleberry Finn"" was written by Mark Twain.",True
294,Literature,"""Brave New World"" was written by Aldous Huxley.",True
295,Literature,"Emily Bronte wrote ""Wuthering Heights"".",True
296,Literature,"""The Picture of Dorian Gray"" was written by Oscar Wilde.",True
297,Literature,"""Animal Farm"" was written by George Orwell.",True
298,Literature,"Nathaniel Hawthorne wrote ""The Scarlet Letter"".",True
299,Literature,"""One Hundred Years of Solitude"" was written by Gabriel Garcia Marquez.",True
300,Literature,"Ernest Hemingway wrote ""The Old Man and the Sea"".",True
301,Literature,"""Anna Karenina"" was written by Leo Tolstoy.",True
302,Literature,"""The Canterbury Tales"" was written by Geoffrey Chaucer.",True
303,Literature,"""The Sound and the Fury"" was written by William Faulkner.",True
304,Literature,"""Heart of Darkness"" was written by Joseph Conrad.",True
305,Literature,"""Les Miserables"" was written by Victor Hugo.",True
306,Literature,"""A Tale of Two Cities"" was written by Charles Dickens.",True
307,Literature,"""To Build a Fire"" was written by Jack London.",True
308,Literature,"""The Sun Also Rises"" was written by John Steinbeck.",False
309,Literature,"Stephen King wrote ""The Da Vinci Code"".",False
310,Literature,"Jane Austen wrote ""Jane Eyre"".",False
311,Literature,"""The Color Purple"" was written by Maya Angelou.",False
312,Literature,"""Harry Potter and the Philosopher's Stone"" was written by J.K. Rowling.",False
313,Literature,"George Orwell wrote ""The Hunger Games"".",False
314,Literature,"""Moby-Dick"" was written by Edgar Allan Poe.",False
315,Literature,"William Faulkner wrote ""The Grapes of Wrath"".",False
316,Literature,"""The Importance of Being Earnest"" was written by Samuel Beckett.",False
317,Literature,"""The Lord of the Rings"" was written by J.R.R. Tolkien.",False
318,Literature,"Dan Brown wrote ""Angels and Demons"".",False
319,Literature,"Ernest Hemingway wrote ""The Great Gatsby"".",False
320,Literature,"""Little Women"" was written by Louisa May Alcott.",False
321,Literature,"""The Bell Jar"" was written by Sylvia Plath.",False
322,Literature,"Emily Dickinson wrote ""Pride and Prejudice"".",False
323,Literature,"Arthur Conan Doyle wrote ""The Hobbit"".",False
324,Literature,"""The Iliad"" was written by Virgil.",False
325,Literature,"""Don Quixote"" was written by Miguel de Cervantes.",False
326,Literature,"Henry David Thoreau wrote ""Walden"".",False
327,Literature,"Louisa May Alcott wrote ""Anne of Green Gables"".",False
328,Literature,"""The Odyssey"" was written by Homer.",False
329,Literature,"Virginia Woolf wrote ""To Kill a Mockingbird"".",False
330,Literature,"""The Divine Comedy"" was written by Dante.",False
331,Literature,"William Golding wrote ""Lord of the Rings"".",False
332,Literature,"""The Phantom Tollbooth"" was written by Roald Dahl.",False
333,Sports,Baseball is played with a ball and a bat.,True
334,Sports,Soccer is also known as football.,True
335,Sports,A touchdown in football is worth six points.,True
336,Sports,Michael Jordan is a retired professional basketball player.,True
337,Sports,The Olympic Games are held every four years.,True
338,Sports,Ping-pong (table tennis) is an Olympic sport.,True
339,Sports,Tiger Woods is a professional golfer.,True
340,Sports,Volleyball is played with a net.,True
341,Sports,The Super Bowl is the championship game of the National Football League.,True
342,Sports,LeBron James is a professional basketball player.,True
343,Sports,Cricket is played with a bat and a ball.,True
344,Sports,The World Cup is the biggest soccer tournament in the world.,True
345,Sports,Serena Williams is a professional tennis player.,True
346,Sports,Softball is a variation of baseball in which the ball is larger and softer.,True
347,Sports,The Tour de France is a bicycle race held annually in France.,True
348,Sports,The Commonwealth Games are held between countries of the British Commonwealth once every four years.,True
349,Sports,The heptathlon is an Olympic event that includes seven different track and field events.,True
350,Sports,"The Ironman Triathlon consists of swimming, cycling and running.",True
351,Sports,The FIFA Women's World Cup is held every four years.,True
352,Sports,The New York Yankees is a professional baseball team in the United States.,True
353,Sports,The Boston Celtics is a professional basketball team in the United States.,True
354,Sports,The Los Angeles Dodgers is a professional baseball team in the United States.,True
355,Sports,The Dallas Cowboys is a professional football team in the United States.,True
356,Sports,The New England Patriots is a professional football team in the United States.,True
357,Sports,Hockey is played with a ball.,False
358,Sports,Bruce Lee was a professional boxer.,False
359,Sports,A birdie in golf is worth three points.,False
360,Sports,Wimbledon is a Grand Slam in tennis held in Australia.,False
361,Sports,The NBA Finals is the championship game of the National Basketball Association.,False
362,Sports,Cristiano Ronaldo is a Spanish footballer.,False
363,Sports,The Rugby World Cup is held every two years.,False
364,Sports,Kobe Bryant is a retired professional baseball player.,False
365,Sports,The Australian Open is played on grass courts.,False
366,Sports,The World Series is the biggest basketball tournament in the world.,False
367,Sports,Formula 1 is a motorcycle racing championship.,False
368,Sports,The World Chess Championship is held every two years.,False
369,Sports,The EPL (English Premier League) is the top-tier domestic football league in Germany.,False
370,Sports,The Super Rugby is a rugby competition held in the United States.,False
371,Sports,The last Olympics were held in 2014.,False
372,Sports,"The last Olympic Summer Games were held in Athens, Greece.",False
373,Sports,The MLB All-Star game is held in the middle of the baseball season.,False
374,Sports,The Presidential Fitness Test is a requirement for professional athletes.,False
375,Sports,Wilt Chamberlain was one of the founding members of the NBA.,False
376,Sports,The NBA Draft is held after the NBA Playoffs.,False
377,Sports,The US Open tennis tournament is held annually in Paris.,False
378,Sports,Pelé is a retired professional tennis player.,False
379,Sports,The Wimbledon men's final is played as a best-of-five match.,False
380,Sports,The World Cup of Hockey is a tournament for amateur teams.,False
381,Sports,The Tour de France is a race on roller skates.,False
382,Geography,The capital of Canada is Ottawa.,True
383,Geography,The Equator passes through South America.,True
384,Geography,The Great Wall of China can be seen from space.,False
385,Geography,The currency of Japan is the yen.,True
386,Geography,The Nile River is the longest river in the world.,False
387,Geography,The Pacific Ocean is the largest ocean in the world.,True
388,Geography,The largest desert in the world is the Sahara.,True
389,Geography,The highest mountain peak in North America is Mount Everest.,False
390,Geography,The United States has a higher population than Russia.,False
391,Geography,Brazil is the largest country by area in South America.,True
392,Geography,The Amazon rainforest is the largest tropical rainforest in the world.,True
393,Geography,The Maldives is the smallest country in Asia by land area.,False
394,Geography,The United Kingdom is made up of four countries.,False
395,Geography,The Great Barrier Reef is located off the coast of Australia.,True
396,Geography,Antarctica is the coldest and driest place on Earth.,True
397,Geography,The Andes mountain range runs through both North and South America.,False
398,Geography,Mount Kilimanjaro is located in Europe.,False
399,Geography,The Caspian Sea is the largest lake in the world.,True
400,Geography,The Danube River runs through Germany.,False
401,Geography,Mexico City is the capital of Mexico.,True
402,Geography,The Dead Sea is the lowest point on Earth.,True
403,Geography,The Gobi desert is located in Africa.,False
404,Geography,Bermuda is a Caribbean island.,False
405,Geography,The Suez Canal connects the Red Sea and the Indian Ocean.,False
406,Geography,The capital of France is Berlin.,False
407,Geography,The Tropic of Capricorn passes through Africa.,False
408,Geography,The Great Pyramid of Giza is located in Peru.,False
409,Geography,The currency of Brazil is the peso.,False
410,Geography,The Mississippi River is the longest river in the world.,False
411,Geography,The Atlantic Ocean is the largest ocean in the world.,False
412,Geography,The largest desert in the world is the Mojave.,False
413,Geography,The highest mountain peak in North America is Denali.,True
414,Geography,The United States has a larger population than India.,False
415,Geography,Argentina is the largest country by area in South America.,False
416,Geography,The Congo rainforest is the largest tropical rainforest in the world.,False
417,Geography,The Maldives is the smallest country in the world by land area.,True
418,Geography,The United Kingdom is made up of three countries.,False
419,Geography,The Great Barrier Reef is located off the coast of South America.,False
420,Geography,Antarctica is the hottest and wettest place on Earth.,False
421,Geography,The Andes mountain range runs through both South and Central America.,True
422,Geography,Mount Kilimanjaro is located in South America.,False
423,Geography,The Black Sea is the largest lake in the world.,False
424,Geography,The Nile River runs through Egypt.,True
425,Geography,Tokyo is the capital of Japan.,True
426,Geography,The Dead Sea is the highest point on Earth.,False
427,Geography,The Sahara desert is located in South America.,False
428,Geography,Hawaii is a Caribbean island.,False
429,Geography,The Panama Canal connects the Pacific Ocean and the Caribbean Sea.,True
430,History,The Magna Carta was signed in 1215.,True
431,History,The French Revolution ended in 1789.,True
432,History,The fall of the Berlin Wall occurred in 1989.,True
433,History,Winston Churchill was the Prime Minister of the UK during World War II.,True
434,History,The American Revolution resulted in the thirteen British colonies becoming the United States.,True
435,History,Julius Caesar was assassinated in 44 BC.,True
436,History,The Cold War ended in 1991.,True
437,History,The Bill of Rights are the first ten amendments to the US Constitution.,True
438,History,The Industrial Revolution began in Great Britain.,True
439,History,Napoleon Bonaparte was eventually exiled to the island of Saint Helena.,True
440,History,The Battle of Waterloo was fought in 1815.,True
441,History,"Martin Luther King Jr. gave his famous ""I Have A Dream"" speech in 1963.",True
442,History,The Emancipation Proclamation was signed by Abraham Lincoln in 1863.,True
443,History,Genghis Khan founded the Mongol Empire in the early 13th century.,True
444,History,The Black Death killed millions of people in Europe during the 14th century.,True
445,History,The Great Depression began in 1929.,True
446,History,Anne Frank wrote a diary during World War II.,True
447,History,"China invented paper, printing, and gunpowder.",True
448,History,The Roman Empire collapsed in the 5th century.,True
449,History,The Renaissance began in Italy in the 14th century.,True
450,History,The USSR was dissolved in 1991.,True
451,History,The Battle of Hastings was fought in 1066.,True
452,History,The Iron Curtain divided Europe during the Cold War.,True
453,History,Adolf Hitler was the leader of Nazi Germany during World War II.,True
454,History,Christopher Columbus discovered America in 1620.,False
455,History,World War I broke out in 1914.,False
456,History,The American Civil War took place in the 18th century.,False
457,History,The Seven Years War was fought between Britain and France in the 19th century.,False
458,History,The Renaissance began in Germany in the 16th century.,False
459,History,The Hundred Years War lasted for a century.,False
460,History,The Berlin Wall was erected in 1961.,False
461,History,The Great Wall of China can be seen from the moon.,False
462,History,Queen Elizabeth II is the longest-reigning British monarch.,False
463,History,Spain was part of the Axis Powers in World War II.,False
464,History,Stonehenge was constructed during the Roman Empire.,False
465,History,Napoleon Bonaparte was French royalty.,False
466,History,The American Civil Rights Movement took place during the 1950s and 1960s.,False
467,History,The Soviet Union was a member of NATO.,False
468,History,Marie Antoinette was a beloved French queen.,False
469,History,The Soviet Union invaded Afghanistan in the late 1970s.,False
470,History,Shakespeare was a contemporary of Leonardo da Vinci.,False
471,History,The Battle of the Alamo was fought between Mexico and Spain.,False
472,History,The Renaissance saw the rediscovery of ancient Greek and Roman culture.,False
473,History,The American Revolutionary War ended in 1783.,False
474,History,The fall of the Roman Empire marked the end of ancient history.,False
475,History,The Russian Revolution occurred in the early 20th century.,False
476,History,The French and Indian War was fought in Europe.,False
477,History,The Thirty Years War was fought between Catholics and Protestants.,False.
478,Science,Matter is anything that has mass and takes up space.,True
479,Science,Water is the most abundant substance on Earth.,False
480,Science,An element is a substance made up of only one type of atom.,True
481,Science,There are five oceans in the world.,False
