,Topic,Question,Correct
89,Plants,Only animals need oxygen to survive.,False
90,Plants,All plants are annuals.,False
91,Plants,All parts of a plant grow at the same rate.,False
92,Plants,All plants are an invasive species.,False
93,Plants,Plants cannot make use of their own nutrients.,False
94,Plants,All plants need to be watered every day.,False
95,Plants,Plants have no use for insects.,False
96,Plants,All herbs are toxic to humans.,False
97,Plants,All plants eventually die.,False
98,Plants,All thorny plants are poisonous.,False
99,Food and drink,Pizza is a type of food.,True
100,Food and drink,Vegetables are good for your health.,True
101,Food and drink,Apples are a type of fruit.,True
102,Food and drink,Drinking water is important for staying hydrated.,True
103,Food and drink,A hamburger is a type of sandwich.,True
104,Food and drink,Milk comes from cows.,True
105,Food and drink,Eating too much junk food can be bad for your health.,True
106,Food and drink,Bread is a common food that is often used to make sandwiches.,True
107,Food and drink,Drinking too much soda can be bad for your teeth.,True
108,Food and drink,Orange juice is a type of juice.,True
109,Food and drink,Eating fruits and vegetables can give you energy.,True
110,Food and drink,Sushi is a type of Japanese food.,True
111,Food and drink,Bananas are a type of fruit.,True
112,Food and drink,People need to eat food to survive.,True
113,Food and drink,Tea is a type of drink.,True
114,Food and drink,Yogurt is a type of dairy product.,True
115,Food and drink,Drinking milk can help strengthen your bones.,True
116,Food and drink,Eggs are a common ingredient used in baking.,True
117,Food and drink,Drinking water helps flush toxins out of the body.,True
118,Food and drink,Chocolate is often used as a dessert ingredient.,True
119,Food and drink,Eating a balanced diet is important for staying healthy.,True
120,Food and drink,Drinking juice can be a good way to get vitamins.,True
121,Food and drink,Eating breakfast can give you energy for the day.,True
122,Food and drink,Salt is a common seasoning used in cooking.,True
123,Food and drink,Ice cream is a type of vegetable.,False
124,Food and drink,Drinking soda can improve your focus.,False
125,Food and drink,Eating too many vegetables can be bad for your health.,False
126,Food and drink,Bread is a type of meat.,False
127,Food and drink,French fries are a type of fruit.,False
128,Food and drink,Drinking coffee before bed can help you sleep better.,False
129,Food and drink,Junk food is the healthiest type of food to eat.,False
130,Food and drink,Eating a lot of sugar is good for your teeth.,False
131,Food and drink,Celery is a type of dessert.,False
132,Food and drink,Eating too much candy can be good for your health.,False
133,Food and drink,Drinking too much alcohol is good for your liver.,False
134,Food and drink,Carrots are a type of animal.,False
135,Food and drink,Drinking gasoline is a good idea.,False
136,Food and drink,"Tomatoes are actually fruits, not vegetables.",False
137,Food and drink,Eating too many hot dogs is good for your heart.,False
138,Food and drink,Drinking too much beer can be bad for your liver.,False
139,Food and drink,Cookies are a type of meat.,False
140,Food and drink,Eating too many potato chips can be bad for your health.,False
141,Food and drink,Drinking too much coffee can make you dehydrated.,False
142,Food and drink,Eating only one type of food is good for your body.,False
143,Food and drink,Drinking paint is good for your stomach.,False
144,Food and drink,Cake is a type of vegetable.,False
145,Food and drink,Eating too much fast food can be bad for your health.,False
146,Food and drink,Drinking too much soda can lead to weight gain.,False
147,Music,Music is an art form.,True
148,Music,Instruments are used to make music.,True
149,Music,Music can affect your mood.,True
150,Music,A note can be high or low.,True
151,Music,A piano is an example of a percussion instrument.,True
152,Music,A melody is a sequence of single notes that is musically satisfying.,True
153,Music,Rhythm is the pattern of sound and silence in music.,True
154,Music,A conductor leads an orchestra.,True
155,Music,Most songs have lyrics.,True
156,Music,A trumpet is a brass instrument.,True
157,Music,A famous rock band is The Beatles.,True
158,Music,A guitar has six strings.,True
159,Music,A genre of music is classical.,True
160,Music,A famous composer is Beethoven.,True
161,Music,Dancing is often done to music.,True
162,Music,You can hear music in movies and TV shows.,True
163,Music,A famous pop star is Taylor Swift.,True
164,Music,Wind instruments require air to be blown through them.,True
165,Music,A refrain is a repeated section of a song.,True
166,Music,A famous country music singer is Dolly Parton.,True
167,Music,"A drum set includes a bass drum, snare drum, and cymbals.",True
168,Music,Music is often used in commercials.,True
169,Music,A violin is a string instrument.,True
170,Music,A famous jazz musician is Louis Armstrong.,True
171,Music,Music is a science.,False
172,Music,Music has no impact on emotions.,False
173,Music,All instruments make the same sound.,False
174,Music,Every popular song has lyrics.,False
175,Music,A triangle is a woodwind instrument.,False
176,Music,Heavy metal music is often played on a harp.,False
177,Music,A conductor is in charge of selling tickets to a concert.,False
178,Music,A pitch cannot be high or low.,False
179,Music,A chorus is a part of a song that is never repeated.,False
180,Music,A famous rapper is Elvis Presley.,False
181,Music,Music is only heard on the radio.,False
182,Music,The tuba is a percussion instrument.,False
183,Music,A famous hip hop artist is Justin Bieber.,False
184,Music,A famous folk singer is Lady Gaga.,False
185,Music,A guitar has no strings.,False
186,Music,"A lullaby is a fast, upbeat song.",False
187,Music,A synthesizer is a type of brass instrument.,False
188,Music,A ballad is a type of dance.,False
189,Music,A song can only be played in one genre.,False
190,Music,A famous heavy metal band is AC/DC.,False
191,Music,You can't dance to music.,False
192,Music,A conductor is a type of instrument.,False
193,Music,A famous electronic music DJ is Calvin Harris.,False
194,Music,Music cannot be used in video games.,False
195,Music,A famous music icon is Michael Jackson.,True
196,Movies,Movies are stories told through moving pictures.,True
197,Movies,"Most movies tell their stories through dialogue, music, and sound effects.",True
198,Movies,The first movies were silent.,True
199,Movies,"In the early days of silent movies, dialogue and sound effects were created by live musicians in the theater.",True
200,Movies,A person who makes movies is called a filmmaker.,True
201,Movies,Movies can be fiction or non-fiction.,True
202,Movies,Movies can be animated or made with live actors.,True
203,Movies,"Movies are often shown in cinemas, theaters, and on TV.",True
204,Movies,A movie that is popular with audiences and makes a lot of money is called a blockbuster.,True
205,Movies,"Some famous movie studios are Disney, Warner Bros, and Universal.",True
206,Movies,A movie that is rated PG is appropriate for children of all ages.,True
207,Movies,Some movies are based on books or true stories.,True
208,Movies,Many movies have soundtracks that include songs and music from famous musicians.,True
209,Movies,"The biggest movie award ceremony is called the Academy Awards, also known as the Oscars.",True
210,Movies,"Movies can teach us about history, different cultures, and important issues.",True
211,Movies,"Most movies are made in Hollywood, California.",True
212,Movies,A movie with a happy ending is called a comedy.,False
213,Movies,Movies are always longer than 90 minutes.,False
214,Movies,Animated movies are only for children.,False
215,Movies,Movies can only be watched in movie theaters.,False
216,Movies,All movies based on books are better than the books themselves.,False
217,Movies,A movie that makes a lot of money must be a good movie.,False
218,Movies,All movies with violence are inappropriate for children.,False
219,Movies,A movie with a sad ending is called a drama.,True
220,Movies,There is a limit to how many movies can be made in a year.,False
221,Movies,Movies are not a good way to learn about history.,False
222,Movies,Movies are stories told through written words.,False
223,Movies,The first movies were in color.,False
224,Movies,A person who makes music for movies is called a filmmaker.,False
225,Movies,A movie that tells a true story is called fiction.,False
226,Movies,A movie that is rated R is appropriate for children.,False
227,Movies,"Famous movie studios are Microsoft, Apple, and Amazon.",False
228,Movies,A movie with a sad ending is called a tragedy.,False
229,Movies,Movies can't teach us anything important.,False
230,Movies,No movies are made outside of America.,False
231,Movies,Animated movies are always made by Pixar.,False
232,Movies,The only reason to watch a movie is for entertainment.,False
233,Movies,A movie with a lot of singing and dancing is called a thriller.,False
234,Movies,There is no such thing as a bad movie.,False
235,Movies,Every person likes the same movies.,False
236,Movies,Silent movies had no music or sound effects.,False
237,Movies,All movies are made for the same amount of money.,False
238,Movies,A movie can be based on a true story and still not be completely accurate.,True
239,Movies,A movie with a lot of scary scenes is called a horror movie.,True
240,Movies,A movie that is rated G may contain some scary or violent scenes.,False
241,Movies,The actors in a movie are the same people who made it.,False
242,Movies,All movies are released in every country at the same time.,False
243,Movies,A movie can still be good even if it doesn't make a lot of money.,True
244,Movies,There are no movies with both live action and animation.,False
245,Movies,Every movie that wins an award is automatically a good movie.,False
246,Movies,A movie that is based on a book must always stay true to the exact story from the book.,False
247,Television shows,TV shows are programs that are aired on television.,True
248,Television shows,TV shows can only be watched on a television set.,False
249,Television shows,TV shows are only available at specific times during the day.,True
250,Television shows,TV shows are sometimes interrupted by commercials.,True
251,Television shows,TV shows can be recorded with a DVR.,True
252,Television shows,TV shows are always the same length of time.,False
253,Television shows,"TV shows can have a variety of genres, such as comedy, drama, reality, and news.",True
254,Television shows,TV shows are created by people called producers and writers.,True
255,Television shows,TV shows can have different ratings based on their content.,True
256,Television shows,TV shows are being produced nowadays on streaming platforms like Netflix.,True
257,Television shows,TV shows are sometimes adapted from books or movies.,True
258,Television shows,TV shows can be watched on a phone or computer.,True
259,Television shows,TV shows have been around for over 70 years.,True
260,Television shows,TV shows are watched all over the world.,True
261,Television shows,TV shows can be a good way to learn about different cultures.,True
262,Television shows,A TV show can have different seasons.,True
263,Television shows,TV shows are always free to watch.,False
264,Television shows,TV shows always have the same actors in every episode.,False
265,Television shows,TV shows can be scary or exciting.,True
266,Television shows,TV shows can get awards for being good.,True
267,Television shows,TV shows can be watched with subtitles.,True
268,Television shows,TV shows can be in a language that is not English.,True
269,Television shows,TV shows can teach kids lessons about life.,True
270,Television shows,"TV shows can be about anything, like cooking, dancing, or building.",True
271,Television shows,TV shows are not real and only actors are playing.,False
272,Television shows,TV shows are only available in black and white.,False
273,Television shows,TV shows can be watched only in the morning.,False
274,Television shows,A TV show is always about the same thing.,False
275,Television shows,TV shows can be recorded only with a camera.,False
276,Television shows,TV shows are only for adults.,False
277,Television shows,TV shows are only available in one country.,False
278,Television shows,TV shows are always educational.,False
279,Television shows,TV shows are always boring.,False
280,Television shows,TV shows can be watched only by rich people.,False
281,Television shows,TV shows are always free from violence or bad language.,False
282,Television shows,TV shows are watched only by people who do not like to read.,False
283,Television shows,TV shows are always easy to understand.,False
284,Television shows,TV shows are only available on a DVD.,False
285,Television shows,TV shows are always created by men.,False
286,Television shows,TV shows can never be turned off once they start playing.,False
287,Television shows,TV shows are only available on one channel.,False
288,Television shows,TV shows do not have an influence on young people.,False
289,Television shows,TV shows are only popular in one season.,False
290,Television shows,TV shows can never be watched again after they have aired.,False
291,Television shows,TV shows can be watched only on a big screen.,False
292,Television shows,TV shows can never be paused.,False
293,Television shows,TV shows are always predictable.,False
294,Television shows,TV shows can never surprise you.,False
295,Television shows,TV shows can never make you cry.,False
296,Literature,"The author of ""Harry Potter"" is J.K. Rowling.",True
297,Literature,"""Green Eggs and Ham"" is a Dr. Seuss book.",True
298,Literature,"""The Cat in the Hat Comes Back"" is a book by Roald Dahl.",False
299,Literature,"""Charlotte's Web"" is a book about a spider and a pig.",True
300,Literature,"""The Hunger Games"" is a book about cooking competitions.",False
301,Literature,"""Where the Wild Things Are"" is a book by Maurice Sendak.",True
302,Literature,"""Little Women"" was written by Charles Dickens.",False
303,Literature,"""The Chronicles of Narnia"" is a series of books by J.R.R. Tolkien.",False
304,Literature,"""Diary of a Wimpy Kid"" is a book series by Jeff Kinney.",True
305,Literature,"""The Giving Tree"" is a book by Shel Silverstein.",True
306,Literature,"""The Cat in the Hat"" wears a green hat.",False
307,Literature,"""Danny and the Dinosaur"" is a book about a boy and his pet tiger.",False
308,Literature,"""The Very Hungry Caterpillar"" is a book by Eric Carle.",True
309,Literature,"""Oh, the Places You'll Go!"" is a book by Dr. Seuss.",True
310,Literature,"""Pippi Longstocking"" is a book about a girl with magical powers.",False
311,Literature,"""The BFG"" is a book by Roald Dahl.",True
312,Literature,"""The Cat in the Hat"" is a creature that walks on two legs.",True
313,Literature,"""Charlotte's Web"" was first published in the 21st century.",False
314,Literature,"""Nancy Drew"" is a book series about a detective.",True
315,Literature,"""James and the Giant Peach"" is a book by Dr. Seuss.",False
316,Literature,"""Little House on the Prairie"" is a book series by Laura Ingalls Wilder.",True
317,Literature,"""Matilda"" is a book by Roald Dahl.",True
318,Literature,"""Mary Poppins"" is a book by P.L. Travers.",True
319,Literature,"""Curious George"" is a book series by H.A. Rey.",True
320,Literature,"""The Wind in the Willows"" is a book about a group of rabbits.",False
321,Literature,"""The Lion, the Witch and the Wardrobe"" is a book by C.S. Lewis.",True
322,Literature,"""Tuck Everlasting"" is a book about a family that lives forever.",True
323,Literature,"""The Magic Tree House"" is a book series by Mary Pope Osborne.",True
324,Literature,"""The Very Hungry Caterpillar"" is a book about a caterpillar that eats junk food.",False
325,Literature,"""The Wonderful Wizard of Oz"" is a book by Lewis Carroll.",False
326,Literature,"""Junie B. Jones"" is a book character who is a detective.",False
327,Literature,"""The Giving Tree"" is a book about a tree that gives everything to a boy.",True
328,Literature,"""Alice's Adventures in Wonderland"" is a book by Lewis Carroll.",True
329,Literature,"""The Secret Garden"" is a book about a girl who finds a hidden garden.",True
330,Literature,"""The Hobbit"" is a book by J.K. Rowling.",False
331,Literature,"""Harry Potter and the Sorcerer's Stone"" is the first book in the Harry Potter series.",True
332,Literature,"""The Cat in the Hat"" is a book about a mischievous cat.",True
333,Literature,"""Anne of Green Gables"" is a book series by L.M. Montgomery.",True
334,Literature,"""The Indian in the Cupboard"" is a book about a boy who discovers a magic cupboard.",True
335,Literature,"""Clifford the Big Red Dog"" is a book series about a cat.",False
336,Literature,"""Goodnight Moon"" is a book by Margaret Wise Brown.",True
337,Literature,"""The Adventures of Tom Sawyer"" is a book by Mark Twain.",True
338,Literature,"""The Cat in the Hat"" likes to eat green eggs and ham.",False
339,Literature,"""The Giving Tree"" is a book about a boy who gives everything to a tree.",False
340,Literature,"""The Lion, the Witch and the Wardrobe"" is a book about a wardrobe that leads to another world.",True
341,Literature,"""Percy Jackson and the Olympians"" is a book series by Rick Riordan.",True
342,Literature,"""The Velveteen Rabbit"" is a book about a stuffed animal that comes to life.",True
343,Literature,"""Bridge to Terabithia"" is a book about a boy who discovers a magical land.",True
344,Literature,"""Magic School Bus"" is a book series about a school bus that can fly.",False
345,Literature,"""Are You There God? It's Me, Margaret"" is a book by Judy Blume.",True
346,Literature,"""The Hunger Games"" is a book series by J.K. Rowling.",False
347,Literature,"""Corduroy"" is a book about a bear who lives in a department store.",True
348,Literature,"""The Cat in the Hat"" likes to play with fire.",False
349,Literature,"""Winnie-the-Pooh"" is a book series by A.A. Milne.",True
350,Sports,Basketball is played with a round ball.,True
351,Sports,Baseball is played with a bat and a ball.,True
352,Sports,Soccer players can use their hands during the game.,False
353,Sports,Tennis players can use their feet to hit the ball.,False
354,Sports,A touchdown is worth six points in football.,True
355,Sports,A hockey game is played with a puck.,True
356,Sports,A match in boxing can end in a tie.,True
357,Sports,A marathon is a race that is 100 meters long.,False
358,Sports,A soccer field is usually rectangular in shape.,True
359,Sports,A relay race is a type of race where a baton is passed between runners.,True
360,Sports,A rugby ball is oval in shape.,True
361,Sports,Figure skating is a winter sport.,True
362,Sports,The winner of a tennis match is the player who wins the most sets.,True
363,Sports,"In baseball, a pitcher throws the ball to the catcher.",True
364,Sports,Track and field events include long jump and pole vault.,True
365,Sports,Golfers try to sink the ball in a hole in as few strokes as possible.,True
366,Sports,"In basketball, the team with the most points at the end of the game wins.",True
367,Sports,"In tennis, a player can hit the ball with any part of their body.",False
368,Sports,A team can score a goal by throwing the ball in basketball.,False
369,Sports,Ice skating requires special shoes with blades on the bottom.,True
370,Sports,"In volleyball, the ball should not touch the ground.",True
371,Sports,The objective of golf is to hit the ball as high as possible.,False
372,Sports,"In soccer, the game begins with a kickoff from the center circle.",True
373,Sports,"In baseball, a homerun is when the ball is hit out of the park.",True
374,Sports,Baseball is played with a square ball.,False
375,Sports,The objective of basketball is to score goals with a puck.,False
376,Sports,"In soccer, players can use their hands to touch the ball.",False
377,Sports,Tennis players can only use rackets to hit the ball.,False
378,Sports,The winner of a football game is the team with the fewest points at the end of the game.,False
379,Sports,A volleyball game is played with a stick and a puck.,False
380,Sports,Boxing matches can only end in a knockout.,False
381,Sports,"In a relay race, runners pass a ball to each other.",False
382,Sports,"In rugby, players score by kicking the ball into the opponent's goal.",False
383,Sports,"In track and field, athletes compete in video games.",False
384,Sports,"In golf, the objective is to sink the ball in the opponent's hole.",False
385,Sports,A team can score points by bouncing the ball in basketball.,False
386,Sports,"In hockey, players use a ball instead of a puck.",False
387,Sports,Soccer games are played with a square ball.,False
388,Sports,"In baseball, the pitcher throws the ball to first base.",False
389,Sports,Figure skating is a summer sport.,False
390,Sports,"In tennis, a player can hit the ball with any part of their body, including their head.",False
391,Sports,A marathon is a race that takes place in a car.,False
392,Sports,"In volleyball, the ball can touch the ground.",False
393,Sports,"In basketball, the game begins with a free throw.",False
394,Sports,"In soccer, the game begins with a throw-in from the sidelines.",True (since the statement is false)
395,Sports,"In football, participants use their hands to carry the ball.",False
396,Sports,"In golf, players use a special stick with a curved blade to hit the ball.",False
397,Sports,"In track and field, there are no jumping events.",False
398,Sports,"In rugby, players can score by touching the ball to the ground behind the opponent's goal.",True (since the statement is false)
399,Geography,The capital city of the United States is New York City.,False
400,Geography,Australia is both a continent and a country.,True
401,Geography,The longest river in the world is the Amazon River.,False
402,Geography,Antarctica is the coldest continent on Earth.,True
403,Geography,The Great Barrier Reef is located in the Atlantic Ocean.,False
404,Geography,The equator is an imaginary line that runs through the middle of the Earth.,True
405,Geography,The Statue of Liberty is located in San Francisco.,False
406,Geography,Africa is a country.,False
407,Geography,The largest desert in the world is the Sahara Desert.,True
408,Geography,Hawaii is a state in the United States.,True
409,Geography,The Pacific Ocean is the largest ocean in the world.,True
410,Geography,The Amazon Rainforest is located in Asia.,False
411,Geography,India is the largest country in the world.,False
412,Geography,The highest mountain in the world is Mount Everest.,True
413,Geography,Europe is a continent.,True
414,Geography,The Great Wall of China is the longest wall in the world.,True
415,Geography,The Nile River flows through South America.,False
416,Geography,The North Pole is located on a continent.,False
417,Geography,Japan is an archipelago.,True
418,Geography,Canada is the largest country in the world.,False
419,Geography,The United States has 50 states.,True
420,Geography,The pyramids are located in Egypt.,True
421,Geography,Costa Rica is a country in South America.,False
422,Geography,The Grand Canyon is located in Colorado.,False
423,Geography,The United Kingdom is made up of four countries.,True
424,Geography,The Dead Sea is located in Africa.,False
425,Geography,The Great Lakes are located in South America.,False
426,Geography,The North Atlantic Drift is a warm ocean current.,True
427,Geography,The Indian Ocean is the smallest ocean in the world.,False
428,Geography,The Panama Canal connects the Atlantic and Pacific Oceans.,True
429,Geography,The Tropic of Cancer is the most northern line of latitude.,True
430,Geography,The Earth has only one natural satellite.,False
431,Geography,The Mediterranean Sea is located in South America.,False
432,Geography,The largest country in South America is Brazil.,True
433,Geography,The Great Bear Lake is the largest lake in the world.,False
434,Geography,The Danube River is located in Asia.,False
435,Geography,The Dead Sea has a higher salt content than any ocean.,True
436,Geography,Oceania is a continent made up of thousands of islands.,True
437,Geography,Australia is the smallest continent in the world.,False
438,Geography,The tallest waterfall in the world is Angel Falls.,True
439,Geography,The Arctic Ocean is the smallest ocean in the world.,True
440,Geography,The largest mountain range in the world is the Andes.,False
441,Geography,The Himalayas are located in China.,False
442,Geography,The Mississippi River is the longest river in the world.,False
443,Geography,Brazil is the largest country in South America.,True
444,Geography,The Sahara Desert is located in Africa.,True
445,Geography,The Rocky Mountains are located in Europe.,False
446,Geography,The South Pole is located on a continent.,True
447,Geography,The Great Wall of China can be seen from space.,False
448,Geography,The Ganges River is located in Africa.,False
449,Geography,The Australian Outback is a desert.,True
450,Geography,The island of Madagascar is located in the Pacific Ocean.,False
451,History,George Washington was the first President of the United States.,True
452,History,The Declaration of Independence was signed in 1776.,True
453,History,The United States was founded in the 17th century.,False
454,History,The American Civil War ended in 1865.,True
455,History,Christopher Columbus discovered America in 1492.,True
456,History,The Boston Tea Party took place in 1773.,True
457,History,The Constitution of the United States was written in the 18th century.,True
458,History,The 13 original colonies were located on the East Coast.,True
459,History,The Louisiana Purchase took place during the presidency of Thomas Jefferson.,True
460,History,The Great Depression took place in the 20th century.,True
461,History,The Wright brothers invented the airplane in the 19th century.,False
462,History,The Magna Carta was signed in the United States.,False
463,History,The American Revolution took place in the 18th century.,True
464,History,World War I began in 1914.,True
465,History,The Emancipation Proclamation declared all slaves free.,True
466,History,The attack on Pearl Harbor took place during World War II.,True
467,History,The French and Indian War was fought between the United States and France.,False
468,History,The Berlin Wall stood until the early 1990s.,True
469,History,The Cold War was a conflict between the United States and Russia.,True
470,History,Abraham Lincoln was the President of the United States during the Civil War.,True
471,History,The American Revolution began with the Boston Tea Party.,False
472,History,The Watergate scandal involved President John F. Kennedy.,False
473,History,The Mayflower was the ship that brought the Pilgrims to America.,True
474,History,The first permanent English settlement in America was Jamestown.,True
475,History,The American colonies were ruled by Great Britain before the American Revolution.,True
476,History,The Battle of Gettysburg was one of the bloodiest battles of the Civil War.,True
477,History,World War II ended in 1945.,True
478,History,The Great Wall of China was built during the Han Dynasty.,False
479,History,"The Civil Rights Movement led by Martin Luther King, Jr. took place in the 1950s and 1960s.",True
480,History,"Martin Luther King, Jr. was the first African American President of the United States.",False
481,History,Native Americans were the first people to live in America.,True
482,History,The United States declared independence from Great Britain in 1775.,False
483,History,The first Thanksgiving was celebrated by the Pilgrims in 1621.,True
484,History,The Union won the Civil War.,True
485,History,The Battle of Lexington and Concord was the first battle of the American Revolution.,True
486,History,Women gained the right to vote in the United States in the 19th century.,False
487,History,The first American flag had 50 stars.,False
488,History,The Trail of Tears forced Native Americans to move West.,True
489,History,The United States purchased Alaska from Russia.,True
490,History,The United States entered World War I in 1917.,True
491,History,The Statue of Liberty was a gift from France.,True
492,History,The Industrial Revolution took place in the early 20th century.,False
493,History,The Declaration of Independence was signed in Philadelphia.,True
494,History,The Wright brothers' airplane was called the Kitty Hawk.,True
495,History,The bombing of Hiroshima and Nagasaki ended World War II.,True
496,History,The American Revolution ended with the signing of the Constitution.,False
497,History,The American Civil War was fought over slavery.,True
498,History,The Constitution of the United States guarantees freedom of speech.,True
499,History,"The United States government is divided into three branches: legislative, executive, and judicial.",True
500,History,Benjamin Franklin was one of the Founding Fathers of the United States.,True
501,History,The Monroe Doctrine warned European countries against colonizing the Americas.,True
502,Science,The Earth orbits around the Sun.,True.
503,Science,Water freezes at 100 degrees Celsius.,False.
504,Science,The nucleus is the center of the atom.,True.
505,Science,Plants create oxygen in a process called photosynthesis.,True.
506,Science,The human body has four arms.,False.
507,Science,The smallest planet in our solar system is Mercury.,True.
508,Science,An acid has a pH greater than 7.,False.
509,Science,The Earth is flat.,False.
510,Science,The speed of light is faster than sound.,True.
511,Science,Gemstones are formed from minerals.,True.
512,Science,The mantel is the top layer of the Earth's crust.,False.
513,Science,Mammals are animals that lay eggs.,False.
514,Science,Gravity is what keeps us grounded to the Earth.,True.
515,Science,The Earth's core is made of cheese.,False.
516,Science,Insects have six legs.,True.
517,Science,The human body has two eyes.,True.
518,Science,A tree is a type of mammal.,False.
519,Science,The ozone layer protects us from the sun's harmful rays.,True.
520,Science,Electrons have a positive charge.,False.
521,Science,Tectonic plates move and cause earthquakes.,True.
522,Science,The moon shines because it produces its own light.,False.
523,Science,Dogs are a type of reptile.,False.
524,Science,A prism can break white light into all the colors of the rainbow.,True.
525,Science,The sun is a planet.,False.
526,Science,A mixture is the combination of two or more substances that do not change into new substances.,False.
527,Science,A solid has a definite shape and volume.,True.
528,Science,Gravity is what causes two objects to repel each other.,False.
529,Science,A human baby has six fingers on each hand.,False.
530,Science,Ice cream is healthy for you.,False.
531,Science,The Earth has two moons.,False.
532,Science,The human body is made of only one cell.,False.
533,Science,A cactus needs a lot of water to grow.,False.
534,Science,Birds can only fly backwards.,False.
535,Science,Cell phones run on magic.,False.
536,Science,Fish can breathe underwater.,True.
537,Science,A square has four sides.,True.
538,Science,Light travels faster in water than in air.,False.
539,Science,A negative number is always smaller than a positive number.,False.
540,Science,Salt dissolves in oil.,False.
541,Science,A rhinoceros is a type of bird.,False.
542,Science,A carnivore is an animal that only eats plants.,False.
543,Science,A geologist studies rocks and the Earth's crust.,True.
544,Science,A fly can walk on water.,True.
545,Science,Fruits grow on trees.,True.
546,Science,The Earth's axis is tilted at a 90-degree angle.,False.
547,Science,A bicycle has four wheels.,False.
548,Science,Hot air rises and cold air sinks.,True.
549,Science,Fire needs oxygen to burn.,True.
550,Science,Snowflakes are always the same shape.,False.
551,Mathematics,Addition is the process of adding numbers.,True
552,Mathematics,Division is the process of finding out how many times one number is contained in another.,True
