index,P(true),P(false),label
42,0.006537341978400946,0.32135510444641113,0.0
43,0.029611861333251,0.24459858238697052,0.0
44,0.004302253481000662,0.37630119919776917,0.0
45,0.03329714760184288,0.3378504812717438,0.0
46,0.021884487941861153,0.31119441986083984,0.0
47,0.05199609324336052,0.34124472737312317,0.0
48,0.017982114106416702,0.23869119584560394,0.0
49,0.049064118415117264,0.38188138604164124,0.0
50,0.0031443480402231216,0.45931297540664673,1.0
51,0.001459317049011588,0.47963395714759827,1.0
52,0.0015333981718868017,0.5810818672180176,1.0
53,0.0013758557615801692,0.5537468791007996,1.0
54,0.0022798050194978714,0.4667712152004242,1.0
55,0.001448137452825904,0.6414567828178406,1.0
56,0.0018984187627211213,0.4196195602416992,1.0
57,0.0036811186000704765,0.38895541429519653,1.0
58,0.0019615464843809605,0.6203824281692505,1.0
59,0.002005127025768161,0.47837701439857483,1.0
60,0.0017968196189031005,0.533967137336731,1.0
61,0.001908378442749381,0.4570797085762024,1.0
62,0.0012870477512478828,0.4609776735305786,1.0
63,0.0011802396038547158,0.509453296661377,1.0
64,0.0015993645647540689,0.4980615973472595,1.0
65,0.0025615603663027287,0.4736550748348236,1.0
66,0.0013336925767362118,0.4528225064277649,1.0
67,0.0009618797921575606,0.32970207929611206,1.0
68,0.005315150134265423,0.45481982827186584,1.0
69,0.0036978560965508223,0.34220314025878906,1.0
70,0.00230398285202682,0.5293693542480469,1.0
71,0.0015401612035930157,0.5234671235084534,1.0
72,0.0012311722384765744,0.33175769448280334,1.0
73,0.001288565807044506,0.4587720036506653,1.0
74,0.05751977115869522,0.39099568128585815,0.0
75,0.010634194128215313,0.4186899960041046,0.0
76,0.042950574308633804,0.5019388794898987,0.0
77,0.030062926933169365,0.482147753238678,0.0
78,0.03832501918077469,0.5116440057754517,0.0
79,0.011294569820165634,0.48616206645965576,0.0
80,0.0227873045951128,0.3727397322654724,0.0
81,0.07275326550006866,0.568548321723938,0.0
82,0.04555552452802658,0.48974043130874634,0.0
83,0.027353107929229736,0.4435783624649048,0.0
84,0.06080654636025429,0.4181719124317169,0.0
85,0.06459076702594757,0.4720734655857086,0.0
86,0.07738450914621353,0.3727641701698303,0.0
87,0.07762664556503296,0.5028504133224487,0.0
88,0.022208262234926224,0.4420837163925171,0.0
89,0.02594265528023243,0.39832043647766113,0.0
90,0.033634014427661896,0.40215206146240234,0.0
91,0.05381935462355614,0.36278337240219116,0.0
92,0.0841158777475357,0.3858661949634552,0.0
93,0.05935661867260933,0.38667383790016174,0.0
94,0.04876789078116417,0.48766016960144043,0.0
95,0.04734404385089874,0.4158371090888977,0.0
96,0.05930235981941223,0.3398647606372833,0.0
97,0.004657962825149298,0.32616594433784485,0.0
98,0.032458461821079254,0.45460495352745056,0.0
99,0.0012441037688404322,0.37751901149749756,1.0
100,0.0012827046448364854,0.35590335726737976,1.0
101,0.00120269856415689,0.4343225955963135,1.0
102,0.001333263237029314,0.45183035731315613,1.0
103,0.0026381758507341146,0.37010908126831055,1.0
104,0.0014041911344975233,0.4832272529602051,1.0
105,0.0024134251289069653,0.44208428263664246,1.0
106,0.0007428149110637605,0.43021515011787415,1.0
107,0.0022397879511117935,0.44742652773857117,1.0
108,0.001340258284471929,0.3035303056240082,1.0
109,0.0018910899525508285,0.36252087354660034,1.0
110,0.0017673016991466284,0.4881247282028198,1.0
111,0.0009758147061802447,0.2828681766986847,1.0
112,0.00199144147336483,0.44382601976394653,1.0
113,0.0012255917536094785,0.3728041350841522,1.0
114,0.0012682030210271478,0.352666974067688,1.0
115,0.0013304413296282291,0.42757630348205566,1.0
116,0.0008978014229796827,0.34000223875045776,1.0
117,0.0020967551972717047,0.4605827331542969,1.0
118,0.0010304087772965431,0.45835334062576294,1.0
119,0.0023159978445619345,0.4000862240791321,1.0
120,0.0038643714506179094,0.517632007598877,1.0
121,0.0018818700918927789,0.38891488313674927,1.0
122,0.0008130279020406306,0.4548141360282898,1.0
123,0.059681110084056854,0.19107560813426971,0.0
124,0.07833285629749298,0.2274421602487564,0.0
125,0.03336175158619881,0.3498995304107666,0.0
126,0.04366154596209526,0.15977849066257477,0.0
127,0.084632508456707,0.22614458203315735,0.0
128,0.05509880930185318,0.34224894642829895,0.0
129,0.14879825711250305,0.2461046278476715,0.0
130,0.15111596882343292,0.15568426251411438,0.0
131,0.11425408720970154,0.27516108751296997,0.0
132,0.1522618979215622,0.14919987320899963,0.0
133,0.13093559443950653,0.15632028877735138,0.0
134,0.07333919405937195,0.19026359915733337,0.0
135,0.1482408046722412,0.11975214630365372,0.0
136,0.007334659807384014,0.2908530533313751,0.0
137,0.1674177050590515,0.15655963122844696,0.0
138,0.001306074787862599,0.46730944514274597,0.0
139,0.06083709001541138,0.2757210433483124,0.0
140,0.0025850688107311726,0.40179529786109924,0.0
141,0.0031418073922395706,0.4677724838256836,0.0
142,0.06720740348100662,0.22127340734004974,0.0
143,0.14887464046478271,0.12240369617938995,0.0
144,0.05151994153857231,0.22707624733448029,0.0
145,0.0029676316771656275,0.38696563243865967,0.0
146,0.001764831249602139,0.432043194770813,0.0
147,0.003187798894941807,0.38629528880119324,1.0
148,0.001179502229206264,0.37048038840293884,1.0
149,0.0016133730532601476,0.36462703347206116,1.0
150,0.0028578501660376787,0.3207056522369385,1.0
151,0.05194016918540001,0.34700748324394226,1.0
152,0.002055614721029997,0.5033389329910278,1.0
153,0.0010547429556027055,0.39122453331947327,1.0
154,0.00195550499483943,0.3951869010925293,1.0
155,0.0025714035145938396,0.34007424116134644,1.0
156,0.0018426458118483424,0.33381420373916626,1.0
157,0.0012236115289852023,0.4130188822746277,1.0
158,0.002405428094789386,0.41439029574394226,1.0
159,0.004481518175452948,0.3921608626842499,1.0
160,0.0009965391363948584,0.37950292229652405,1.0
161,0.002092815935611725,0.5133349895477295,1.0
162,0.004248665180057287,0.30774787068367004,1.0
163,0.0023578577674925327,0.4727158844470978,1.0
164,0.003435590537264943,0.40626993775367737,1.0
165,0.0009347799350507557,0.3714175224304199,1.0
166,0.000744081917218864,0.3357556462287903,1.0
167,0.0014363883528858423,0.4251323640346527,1.0
168,0.003327242797240615,0.472128301858902,1.0
169,0.001029905746690929,0.30131328105926514,1.0
170,0.0007681850111111999,0.32178911566734314,1.0
171,0.021464765071868896,0.31848159432411194,0.0
172,0.057127539068460464,0.3627457022666931,0.0
173,0.08095154911279678,0.22963909804821014,0.0
174,0.005284561775624752,0.3610416650772095,0.0
175,0.08717813342809677,0.19415394961833954,0.0
176,0.12344042211771011,0.32990336418151855,0.0
177,0.03177209571003914,0.3649335503578186,0.0
178,0.04647332429885864,0.38110849261283875,0.0
179,0.05773260071873665,0.40962857007980347,0.0
180,0.0883268192410469,0.3243594467639923,0.0
181,0.11044079065322876,0.40416616201400757,0.0
182,0.01746906340122223,0.23079617321491241,0.0
183,0.0982368141412735,0.3027149438858032,0.0
184,0.06482738256454468,0.42568472027778625,0.0
185,0.08794297277927399,0.3227599263191223,0.0
186,0.28257766366004944,0.2032541185617447,0.0
187,0.03874707221984863,0.36624979972839355,0.0
188,0.05707009136676788,0.26712414622306824,0.0
189,0.02722758986055851,0.3876068890094757,0.0
190,0.001623688731342554,0.3837072253227234,0.0
191,0.05013827234506607,0.3521140217781067,0.0
192,0.03685013949871063,0.3092724680900574,0.0
193,0.0030966734047979116,0.49480804800987244,0.0
194,0.06775031238794327,0.4251468777656555,0.0
195,0.0013744483003392816,0.48628678917884827,1.0
196,0.0009359219111502171,0.45907944440841675,1.0
197,0.0030321029480546713,0.5297436118125916,1.0
198,0.0041169291362166405,0.3194085955619812,1.0
199,0.011634798720479012,0.5834347605705261,1.0
200,0.0013230002950876951,0.4559328556060791,1.0
201,0.0008007055148482323,0.36913082003593445,1.0
202,0.0013044832739979029,0.44225943088531494,1.0
203,0.0017979388358071446,0.5333428978919983,1.0
204,0.0020515169017016888,0.6717451214790344,1.0
205,0.0010454975999891758,0.609847366809845,1.0
206,0.060073044151067734,0.3767737150192261,1.0
207,0.0018876662943512201,0.4489007294178009,1.0
208,0.0011695183347910643,0.5286190509796143,1.0
209,0.0010812818072736263,0.5706450939178467,1.0
210,0.001339860842563212,0.5606133341789246,1.0
211,0.0029700607992708683,0.42532792687416077,1.0
212,0.018634628504514694,0.4003801643848419,0.0
213,0.02594929188489914,0.23852087557315826,0.0
214,0.05584172159433365,0.2358161062002182,0.0
215,0.044030897319316864,0.42171069979667664,0.0
216,0.05871262773871422,0.38903579115867615,0.0
217,0.029361071065068245,0.39848577976226807,0.0
218,0.031675588339567184,0.25691932439804077,0.0
219,0.006882091518491507,0.37711101770401,1.0
220,0.013161198236048222,0.3053520917892456,0.0
221,0.03146185353398323,0.35668161511421204,0.0
222,0.03459711745381355,0.40574219822883606,0.0
223,0.03493087366223335,0.3521054685115814,0.0
224,0.0724562257528305,0.5067178606987,0.0
225,0.06784752011299133,0.3750194311141968,0.0
226,0.14338290691375732,0.14754879474639893,0.0
227,0.22124627232551575,0.28341367840766907,0.0
228,0.005632213316857815,0.3519911766052246,0.0
229,0.05104591324925423,0.40065452456474304,0.0
230,0.09612863510847092,0.4126523733139038,0.0
231,0.03450639545917511,0.30418628454208374,0.0
232,0.019607074558734894,0.39392393827438354,0.0
233,0.19766497611999512,0.32857826352119446,0.0
234,0.04523591697216034,0.33565548062324524,0.0
235,0.07809571921825409,0.21398817002773285,0.0
236,0.013241120614111423,0.35967114567756653,0.0
237,0.07094058394432068,0.19099457561969757,0.0
238,0.005961799994111061,0.5031422972679138,1.0
239,0.0018283746903762221,0.40970268845558167,1.0
240,0.04389837384223938,0.39293789863586426,0.0
241,0.05322907119989395,0.3362243175506592,0.0
242,0.1479615867137909,0.2649950385093689,0.0
243,0.002201677765697241,0.4489131569862366,1.0
244,0.04563084617257118,0.4520118236541748,0.0
245,0.05409674718976021,0.2543269991874695,0.0
246,0.02856455370783806,0.5958176255226135,0.0
247,0.0008121532737277448,0.5479989647865295,1.0
248,0.01852109469473362,0.43837064504623413,0.0
249,0.03149699792265892,0.2816123366355896,1.0
250,0.0021100840531289577,0.4237513542175293,1.0
251,0.001716936705633998,0.41130369901657104,1.0
252,0.06079837679862976,0.20464791357517242,0.0
253,0.001304814824834466,0.5787065029144287,1.0
254,0.0012685995316132903,0.45247402787208557,1.0
255,0.00196844688616693,0.38471704721450806,1.0
256,0.0018328240839764476,0.5589762330055237,1.0
257,0.001344315242022276,0.43339216709136963,1.0
258,0.0020567839965224266,0.4398581385612488,1.0
259,0.0011295159347355366,0.4178481698036194,1.0
260,0.002012417884543538,0.4958253502845764,1.0
261,0.0034328207839280367,0.5339847207069397,1.0
262,0.0017686134669929743,0.361311137676239,1.0
263,0.09628131240606308,0.29721778631210327,0.0
264,0.09910457581281662,0.266652911901474,0.0
265,0.0021655613090842962,0.35082563757896423,1.0
266,0.0014591291546821594,0.2882554829120636,1.0
267,0.0015566321089863777,0.42563241720199585,1.0
268,0.0024089962244033813,0.3609752655029297,1.0
269,0.0028370022773742676,0.3451162278652191,1.0
270,0.000968635140452534,0.4897606670856476,1.0
271,0.0416971817612648,0.27267730236053467,0.0
272,0.14277297258377075,0.20567138493061066,0.0
273,0.13799501955509186,0.23950740694999695,0.0
274,0.060379281640052795,0.23796096444129944,0.0
275,0.08189450949430466,0.31389597058296204,0.0
276,0.049636662006378174,0.26327669620513916,0.0
277,0.07199589908123016,0.34078437089920044,0.0
278,0.030276142060756683,0.233938068151474,0.0
279,0.05049976706504822,0.25746867060661316,0.0
280,0.1238519474864006,0.2785814106464386,0.0
281,0.1141003891825676,0.20003943145275116,0.0
282,0.15248532593250275,0.3175314664840698,0.0
283,0.04374780133366585,0.25172609090805054,0.0
284,0.10697082430124283,0.2045430690050125,0.0
285,0.0520833283662796,0.3367788791656494,0.0
286,0.09995211660861969,0.2904253304004669,0.0
287,0.07616255432367325,0.26261427998542786,0.0
288,0.05376981198787689,0.36659446358680725,0.0
289,0.07296600192785263,0.26005077362060547,0.0
290,0.09715768694877625,0.3783206045627594,0.0
291,0.07270466536283493,0.3666331470012665,0.0
292,0.08431792259216309,0.4098236858844757,0.0
293,0.03860567510128021,0.2305106371641159,0.0
294,0.049142658710479736,0.2968311607837677,0.0
295,0.05272771418094635,0.39101511240005493,0.0
296,0.0010168417356908321,0.6530973315238953,1.0
297,0.0008567119366489351,0.37477394938468933,1.0
298,0.05427064001560211,0.4871726334095001,0.0
299,0.001567787490785122,0.42834267020225525,1.0
300,0.19010066986083984,0.2871529757976532,0.0
301,0.0013593712355941534,0.6009589433670044,1.0
302,0.1572926938533783,0.19280555844306946,0.0
303,0.138003408908844,0.551670491695404,0.0
304,0.0014797687763348222,0.6046229004859924,1.0
305,0.0012483724858611822,0.5860312581062317,1.0
306,0.006009140983223915,0.302022784948349,0.0
307,0.12152966111898422,0.5016387104988098,0.0
308,0.000742028234526515,0.645845353603363,1.0
309,0.0014754609437659383,0.5699101686477661,1.0
310,0.00705925514921546,0.5011575222015381,0.0
311,0.0014041856629773974,0.3833285868167877,1.0
312,0.09749522060155869,0.34997478127479553,1.0
313,0.13403001427650452,0.22214289009571075,0.0
314,0.001278531039133668,0.37493860721588135,1.0
315,0.0036751236766576767,0.5413948893547058,0.0
316,0.000807496951892972,0.5568745732307434,1.0
317,0.0009636522736400366,0.3216225206851959,1.0
318,0.002158154733479023,0.47815802693367004,1.0
319,0.0007953864987939596,0.3880840837955475,1.0
320,0.05211066082119942,0.4265576899051666,0.0
321,0.0013886631932109594,0.6199337840080261,1.0
322,0.003275299910455942,0.4328879117965698,1.0
323,0.0018832468194887042,0.5183188319206238,1.0
324,0.12864407896995544,0.5097765326499939,0.0
325,0.05920763313770294,0.5243254899978638,0.0
326,0.027949213981628418,0.47752833366394043,0.0
327,0.002781104063615203,0.6203694939613342,1.0
328,0.0011514931684359908,0.4803558886051178,1.0
329,0.001604501623660326,0.49088290333747864,1.0
330,0.20903944969177246,0.49820470809936523,0.0
331,0.0005163024179637432,0.6458172798156738,1.0
332,0.0015149149112403393,0.5164328217506409,1.0
333,0.000684860919136554,0.4523180425167084,1.0
334,0.0029679040890187025,0.5680670142173767,1.0
335,0.2172861099243164,0.24814105033874512,0.0
336,0.0014916290529072285,0.4703751504421234,1.0
337,0.0014619522262364626,0.6076344847679138,1.0
338,0.012913765385746956,0.46933484077453613,0.0
339,0.02581520937383175,0.5525574088096619,0.0
340,0.007924997247755527,0.6645127534866333,1.0
341,0.0011152360821142793,0.49512696266174316,1.0
342,0.0025732482317835093,0.4685143828392029,1.0
343,0.011180383153259754,0.5180646777153015,1.0
344,0.004158554133027792,0.5818083882331848,0.0
345,0.008139477111399174,0.5147497057914734,1.0
346,0.22789420187473297,0.5231241583824158,0.0
347,0.029439032077789307,0.6046096086502075,1.0
348,0.1076662465929985,0.2518368065357208,0.0
349,0.0005520847626030445,0.5089238286018372,1.0
350,0.0031997880432754755,0.33228543400764465,1.0
351,0.0026837827172130346,0.4752630293369293,1.0
352,0.1519947052001953,0.3893637955188751,0.0
353,0.036782387644052505,0.38250353932380676,0.0
354,0.005901358090341091,0.5094800591468811,1.0
355,0.0014770475681871176,0.2646503448486328,1.0
356,0.0433754026889801,0.15660719573497772,1.0
357,0.13279908895492554,0.2923765182495117,0.0
358,0.0017177164554595947,0.3510837256908417,1.0
359,0.001717559527605772,0.45555898547172546,1.0
360,0.008447174914181232,0.27911749482154846,1.0
361,0.0033703905064612627,0.3710167109966278,1.0
362,0.0024316308554261923,0.407805860042572,1.0
363,0.002525497693568468,0.4741167426109314,1.0
364,0.00254182075150311,0.3893547058105469,1.0
365,0.0025784519966691732,0.4176597595214844,1.0
366,0.0018853506771847606,0.5541762709617615,1.0
367,0.043594181537628174,0.4996139407157898,0.0
368,0.2320253700017929,0.15607260167598724,0.0
369,0.002388486173003912,0.463598370552063,1.0
370,0.03756900876760483,0.3851573169231415,1.0
371,0.061286717653274536,0.33329838514328003,0.0
372,0.006464652717113495,0.5089278221130371,1.0
373,0.002728055464103818,0.4998757839202881,1.0
374,0.13283097743988037,0.32885438203811646,0.0
375,0.25875988602638245,0.16120122373104095,0.0
376,0.12889429926872253,0.40048640966415405,0.0
377,0.006484682206064463,0.33844542503356934,0.0
378,0.07324359565973282,0.4930446445941925,0.0
379,0.13599151372909546,0.17915143072605133,0.0
380,0.02703903242945671,0.24977776408195496,0.0
381,0.004983882419764996,0.4098755717277527,0.0
382,0.0386485680937767,0.42569637298583984,0.0
383,0.1768903285264969,0.21652986109256744,0.0
384,0.13278062641620636,0.2597254812717438,0.0
385,0.0376923494040966,0.3397022485733032,0.0
386,0.21315230429172516,0.16807112097740173,0.0
387,0.10458827018737793,0.3837447166442871,0.0
388,0.021632900461554527,0.4552370607852936,0.0
389,0.11681625247001648,0.22416169941425323,0.0
390,0.06375614553689957,0.4608762264251709,0.0
391,0.2061190903186798,0.23692959547042847,0.0
392,0.02284892462193966,0.36199951171875,0.0
393,0.016056085005402565,0.33019423484802246,0.0
395,0.05870548263192177,0.36033979058265686,0.0
396,0.009484519250690937,0.42065131664276123,0.0
397,0.09842891246080399,0.4222358763217926,0.0
399,0.04160799831151962,0.4506501853466034,0.0
400,0.003947993274778128,0.29071587324142456,1.0
401,0.000806731462944299,0.5848153829574585,0.0
402,0.00210567913018167,0.4321664273738861,1.0
403,0.13196970522403717,0.2938176691532135,0.0
404,0.015615838579833508,0.44491878151893616,1.0
405,0.16082657873630524,0.32801350951194763,0.0
406,0.04606186971068382,0.29887041449546814,0.0
407,0.0010566903511062264,0.567302942276001,1.0
408,0.0015657385811209679,0.4116820991039276,1.0
409,0.0016131113516166806,0.5099353194236755,1.0
410,0.1211368590593338,0.5073635578155518,0.0
411,0.009164739400148392,0.4259009063243866,0.0
412,0.0008402387029491365,0.6370118856430054,1.0
413,0.0013013494899496436,0.33313074707984924,1.0
414,0.0030154874548316,0.6068844199180603,1.0
415,0.1619294136762619,0.4380582869052887,0.0
416,0.03444835543632507,0.3886549174785614,0.0
417,0.0027708038687705994,0.392659455537796,1.0
418,0.008349569514393806,0.3473323881626129,0.0
419,0.0018475486431270838,0.3026214838027954,1.0
420,0.0024873630609363317,0.4928629696369171,1.0
421,0.055441442877054214,0.562063455581665,0.0
422,0.058504167944192886,0.40497031807899475,0.0
423,0.010549642145633698,0.3227730989456177,1.0
424,0.06035890430212021,0.4464542269706726,0.0
425,0.12054995447397232,0.3274058401584625,0.0
426,0.007125829346477985,0.4032951295375824,1.0
427,0.03865215927362442,0.388597309589386,0.0
428,0.0035614201333373785,0.4702982008457184,1.0
429,0.044149260967969894,0.4685882329940796,1.0
430,0.006433264818042517,0.4000625014305115,0.0
431,0.11953391134738922,0.40345537662506104,0.0
432,0.001675887149758637,0.41012144088745117,1.0
433,0.012926901690661907,0.5106287002563477,0.0
434,0.09314966201782227,0.4885852634906769,0.0
435,0.004214023239910603,0.4629620909690857,1.0
436,0.004311193712055683,0.4225256145000458,1.0
437,0.028387708589434624,0.29061126708984375,0.0
438,0.0010666432790458202,0.6495321989059448,1.0
439,0.03620503097772598,0.3095476031303406,1.0
440,0.001020606723614037,0.5345538258552551,0.0
441,0.11621380597352982,0.5056718587875366,0.0
442,0.0040148356929421425,0.5159218907356262,0.0
443,0.002858776831999421,0.41588616371154785,1.0
444,0.0032710472587496042,0.5192246437072754,1.0
445,0.10006150603294373,0.3188188076019287,0.0
446,0.03233809396624565,0.42012253403663635,1.0
447,0.08277688175439835,0.39195743203163147,0.0
448,0.15028269588947296,0.39284807443618774,0.0
449,0.037095651030540466,0.405604749917984,1.0
450,0.07293272018432617,0.5375945568084717,0.0
451,0.001230003428645432,0.37339067459106445,1.0
452,0.001073196530342102,0.33467942476272583,1.0
453,0.008341542445123196,0.2595036029815674,0.0
454,0.0014474185882136226,0.33550602197647095,1.0
455,0.0025022763293236494,0.3320930600166321,1.0
456,0.0025234173517674208,0.3364928960800171,1.0
457,0.001598688424564898,0.3122492730617523,1.0
458,0.003614331828430295,0.27665913105010986,1.0
459,0.006129577290266752,0.4474741518497467,1.0
460,0.0027849755715578794,0.28250357508659363,1.0
461,0.04765377566218376,0.366551011800766,0.0
462,0.11907763034105301,0.21564055979251862,0.0
463,0.0016056590247899294,0.2284720242023468,1.0
464,0.0018091987585648894,0.2859410047531128,1.0
465,0.004381703678518534,0.36067667603492737,1.0
466,0.0022510774433612823,0.4761505722999573,1.0
467,0.0973612517118454,0.3964076340198517,0.0
468,0.005537265911698341,0.5499224066734314,1.0
469,0.0039467038586735725,0.47715380787849426,1.0
470,0.0022348924539983273,0.5358622670173645,1.0
471,0.007843836210668087,0.33924686908721924,0.0
472,0.11626017838716507,0.35587170720100403,0.0
473,0.002130897482857108,0.47155141830444336,1.0
474,0.0018751174211502075,0.43738603591918945,1.0
475,0.0014898357912898064,0.364750474691391,1.0
476,0.0017353242728859186,0.5111842155456543,1.0
477,0.0013982868986204267,0.3595140278339386,1.0
478,0.024215687066316605,0.5959680676460266,0.0
479,0.001998412888497114,0.5491987466812134,1.0
480,0.06159611791372299,0.4685370624065399,0.0
481,0.0017867974238470197,0.38063594698905945,1.0
482,0.0014930081088095903,0.41628730297088623,0.0
483,0.0019096429459750652,0.40624043345451355,1.0
484,0.0026178518310189247,0.3171890079975128,1.0
485,0.0019833501428365707,0.42156022787094116,1.0
486,0.0066041299141943455,0.45576056838035583,0.0
487,0.008534864522516727,0.30387941002845764,0.0
488,0.006373073905706406,0.3682621121406555,1.0
489,0.002535646315664053,0.324860543012619,1.0
490,0.006982247345149517,0.3152661621570587,1.0
491,0.005017115268856287,0.4260934293270111,1.0
492,0.10021208226680756,0.3619743585586548,0.0
493,0.001505612046457827,0.3492216467857361,1.0
494,0.005954748019576073,0.5420688390731812,1.0
495,0.009705672971904278,0.5559964179992676,1.0
496,0.017259519547224045,0.3204335868358612,0.0
497,0.0014492388581857085,0.361679345369339,1.0
498,0.0020706227514892817,0.39944320917129517,1.0
499,0.00146264408249408,0.5036737322807312,1.0
500,0.0014168908819556236,0.4793483316898346,1.0
501,0.007414923515170813,0.4192410409450531,1.0
551,0.000830650154966861,0.3378632068634033,1.0
552,0.0032916851341724396,0.4322873055934906,1.0
553,0.0044465758837759495,0.3994905650615692,1.0
554,0.0021444500889629126,0.2415217161178589,1.0
555,0.03462182357907295,0.3727022409439087,1.0
556,0.0023189603816717863,0.2863306701183319,1.0
557,0.002653108211234212,0.25786858797073364,1.0
558,0.0011648463550955057,0.22692610323429108,1.0
559,0.0010437988676130772,0.31787365674972534,1.0
560,0.0021770475432276726,0.4271834194660187,1.0
561,0.0028510121628642082,0.35412323474884033,1.0
562,0.019805263727903366,0.24066118896007538,1.0
563,0.002054586773738265,0.2828071117401123,1.0
564,0.001090304460376501,0.36687716841697693,1.0
565,0.0015897972043603659,0.3704685568809509,1.0
566,0.0036821530666202307,0.4297245144844055,1.0
567,0.001622951589524746,0.4934042990207672,1.0
568,0.0011691987747326493,0.25007766485214233,1.0
569,0.011632603593170643,0.18970108032226562,1.0
570,0.011886054649949074,0.2882021367549896,1.0
571,0.01066654548048973,0.25088226795196533,1.0
572,0.0023851317819207907,0.29830989241600037,1.0
573,0.0011437892680987716,0.3136100769042969,1.0
574,0.0105734309181571,0.32786673307418823,1.0
575,0.0011195993283763528,0.35572922229766846,1.0
576,0.11632090061903,0.18123596906661987,0.0
577,0.13770832121372223,0.1822596788406372,0.0
578,0.021837733685970306,0.19590182602405548,0.0
579,0.0659363642334938,0.3363218605518341,0.0
580,0.04434874653816223,0.13051356375217438,0.0
581,0.08948361128568649,0.19619685411453247,0.0
582,0.030365103855729103,0.23548159003257751,0.0
583,0.015578966587781906,0.2996777296066284,0.0
584,0.004251659847795963,0.4887332618236542,0.0
585,0.006818635389208794,0.36572906374931335,0.0
586,0.051067981868982315,0.13574263453483582,0.0
587,0.06015893444418907,0.20041687786579132,0.0
588,0.052436474710702896,0.2799271047115326,0.0
589,0.0030148469377309084,0.35320863127708435,0.0
590,0.015128535218536854,0.22908984124660492,0.0
591,0.02459055371582508,0.2915794253349304,0.0
592,0.021262800320982933,0.34992310404777527,0.0
593,0.001059478148818016,0.3606155514717102,0.0
594,0.039565812796354294,0.26903223991394043,0.0
595,0.03163587674498558,0.2965843975543976,0.0
596,0.05615410953760147,0.2028043419122696,0.0
597,0.05952634662389755,0.2256443202495575,0.0
598,0.003828289918601513,0.3900323808193207,0.0
599,0.04950392246246338,0.29183322191238403,0.0
600,0.004506191238760948,0.2917376160621643,0.0
601,0.001595069537870586,0.508371114730835,1.0
602,0.04258645698428154,0.29025328159332275,0.0
603,0.0018338810186833143,0.4088349938392639,1.0
604,0.0021953696850687265,0.649323046207428,1.0
605,0.05148656293749809,0.5009871125221252,0.0
606,0.0025827770587056875,0.3840068280696869,1.0
607,0.005337645299732685,0.6238684058189392,1.0
608,0.02797877974808216,0.5151391625404358,0.0
609,0.0011745912488549948,0.544758677482605,1.0
610,0.002243670402094722,0.5275789499282837,1.0
611,0.001972140511497855,0.5763319134712219,1.0
612,0.001759016653522849,0.4109154939651489,1.0
613,0.04731572046875954,0.3319208323955536,0.0
614,0.0023236162960529327,0.3699231743812561,1.0
615,0.0036303941160440445,0.33047518134117126,1.0
616,0.0022945711389184,0.5212454199790955,1.0
617,0.0012160652549937367,0.4416704773902893,1.0
618,0.0023440539371222258,0.47366106510162354,1.0
619,0.001555776922032237,0.5186743140220642,1.0
620,0.006127110216766596,0.30998432636260986,1.0
621,0.003197048557922244,0.44050538539886475,1.0
622,0.003362758783623576,0.5258351564407349,1.0
623,0.0007910673157311976,0.7114587426185608,1.0
624,0.058736689388751984,0.3916108012199402,0.0
625,0.004165471065789461,0.3533388078212738,1.0
626,0.03090706281363964,0.35392966866493225,0.0
